Network_type,Operator,State,Signal_strength_dBm,No_of_Issues_Resolved,Plan_Type,Months_Active,Latency_Score,Customer_Churn
4G,BSNL,Uttar Pradesh,-110.26,5,Yearly Plan,37,78.98180527045156,1
4G,BSNL,Punjab,-105.63,10,Monthly Plan,114,68.69123041430537,1
4G,BSNL,Punjab,-104.68,0,Yearly Plan,112,68.92680519345643,0
4G,BSNL,West Bengal,-74.07,2,Monthly Plan,53,15.35794525816733,0
4G,BSNL,Andhra Pradesh,-104.14,7,Yearly Plan,100,66.84156176052134,1
4G,BSNL,Karnataka,-104.47,12,3 Months Plan,29,67.89051830339979,1
4G,BSNL,Delhi,-92.73,8,3 Months Plan,70,52.19908893612117,0
4G,BSNL,Gujarat,-118.19,3,3 Months Plan,22,93.08073596823144,1
4G,BSNL,Bihar,-82.22,1,3 Months Plan,60,28.181386890311067,0
4G,BSNL,Gujarat,-93.74,15,3 Months Plan,103,51.13107712907122,0
4G,BSNL,Punjab,-84.15,12,Monthly Plan,18,33.71063173636583,0
4G,BSNL,Telangana,-76.31,0,Yearly Plan,108,20.491708534711154,0
4G,BSNL,Andhra Pradesh,-104.31,4,3 Months Plan,94,70.71435968577049,0
4G,BSNL,Punjab,-112.79,10,Monthly Plan,10,82.68106074308793,1
4G,BSNL,Madhya Pradesh,-102.29,8,3 Months Plan,102,65.21987305536923,1
4G,BSNL,Punjab,-98.02,0,3 Months Plan,66,59.200322585589205,0
4G,BSNL,Telangana,-104.43,2,Monthly Plan,77,68.11772770713345,0
4G,BSNL,Rajasthan,-109.37,0,Monthly Plan,34,77.94768971485612,0
4G,BSNL,Karnataka,-94.54,3,Monthly Plan,73,52.76719596417811,0
4G,BSNL,Delhi,-106.97,0,Yearly Plan,69,74.18025973723165,0
4G,BSNL,Telangana,-105.99,1,Monthly Plan,27,73.70862459195197,1
4G,BSNL,Uttar Pradesh,-108.19,2,Monthly Plan,66,76.38952012361946,1
4G,BSNL,Punjab,-74.21,4,Yearly Plan,108,17.56444627740259,0
4G,BSNL,Gujarat,-82.97,8,3 Months Plan,50,32.74044615001333,0
4G,BSNL,Gujarat,-83.11,4,Monthly Plan,28,31.04877350019911,0
4G,BSNL,Kerala,-111.21,0,Monthly Plan,20,79.0288589999609,0
4G,BSNL,Gujarat,-114.14,12,Yearly Plan,88,86.08492320089876,1
4G,BSNL,Gujarat,-110.15,4,3 Months Plan,95,78.74081580791838,0
4G,BSNL,Kerala,-70.61,2,Yearly Plan,28,11.627699790330157,0
4G,BSNL,Madhya Pradesh,-78.45,7,Yearly Plan,62,25.71259636268123,0
4G,BSNL,Maharashtra,-116.46,1,3 Months Plan,108,88.35477245923148,0
4G,BSNL,Tamil Nadu,-114.22,13,Monthly Plan,58,86.16825194993454,1
4G,BSNL,Uttar Pradesh,-98.7,0,Yearly Plan,71,58.90426276599917,0
4G,BSNL,Uttar Pradesh,-106.82,12,3 Months Plan,37,72.43376252275586,1
4G,BSNL,Delhi,-88.58,8,Yearly Plan,100,43.75503079986031,0
4G,BSNL,Telangana,-114.89,10,3 Months Plan,45,88.34030594266108,1
4G,BSNL,Andhra Pradesh,-80.04,11,3 Months Plan,120,25.750430867870467,0
4G,BSNL,Maharashtra,-71.85,9,Yearly Plan,74,13.426482807161516,0
4G,BSNL,West Bengal,-93.86,11,3 Months Plan,38,51.17320906556964,0
4G,BSNL,Maharashtra,-105.24,9,3 Months Plan,48,72.1453173669924,1
4G,BSNL,Gujarat,-110.82,0,Yearly Plan,21,80.16384462126697,1
4G,BSNL,Gujarat,-70.93,12,Yearly Plan,51,12.027963325534529,0
4G,BSNL,Telangana,-91.49,9,3 Months Plan,26,43.945190324027735,1
4G,BSNL,Uttar Pradesh,-80.71,6,Yearly Plan,80,26.653414409792443,0
4G,BSNL,Kerala,-78.77,7,3 Months Plan,17,27.76672224392676,0
4G,BSNL,Bihar,-119.3,0,Monthly Plan,59,92.71279557203478,1
4G,BSNL,Kerala,-118.77,1,Yearly Plan,118,93.08333051173663,0
4G,BSNL,Punjab,-114.76,0,Monthly Plan,26,86.42167369653443,0
4G,BSNL,Gujarat,-105.74,3,3 Months Plan,63,70.06901179353255,0
4G,BSNL,Maharashtra,-102.16,6,3 Months Plan,93,68.16098840276534,1
4G,BSNL,West Bengal,-96.32,0,Yearly Plan,18,55.75957050647587,0
4G,BSNL,Maharashtra,-113.65,12,Yearly Plan,83,83.2787481285454,1
4G,BSNL,Karnataka,-86.33,8,Monthly Plan,4,37.63174674352311,0
4G,BSNL,Karnataka,-78.98,9,3 Months Plan,78,26.522543806221705,0
4G,BSNL,Rajasthan,-113.95,7,Monthly Plan,96,87.76776000964132,1
4G,BSNL,Gujarat,-103.73,9,Monthly Plan,47,69.47053332002116,1
4G,BSNL,Karnataka,-77.45,0,Yearly Plan,2,21.195863894862825,0
4G,BSNL,Tamil Nadu,-94.16,6,Monthly Plan,90,53.56297742817628,0
4G,BSNL,Punjab,-96.3,4,Yearly Plan,88,56.17931335800399,0
4G,BSNL,Karnataka,-106.96,13,3 Months Plan,101,72.69450197467268,1
4G,BSNL,Tamil Nadu,-78.44,10,3 Months Plan,32,21.87345621602546,0
4G,BSNL,Andhra Pradesh,-112.96,5,Yearly Plan,68,85.16820604598836,1
4G,BSNL,Tamil Nadu,-89.78,2,Yearly Plan,105,44.112882050652416,0
4G,BSNL,Andhra Pradesh,-85.86,7,Yearly Plan,52,40.035970733996926,0
4G,BSNL,Andhra Pradesh,-106.8,14,3 Months Plan,101,74.65823144771836,1
4G,BSNL,Punjab,-94.04,6,Yearly Plan,32,50.16773133044472,0
4G,BSNL,Punjab,-101.65,3,Monthly Plan,35,66.0267086702869,1
4G,BSNL,Andhra Pradesh,-73.98,5,Monthly Plan,114,18.82206760899587,0
4G,BSNL,Tamil Nadu,-79.67,14,Monthly Plan,30,27.17835994417676,0
4G,BSNL,Uttar Pradesh,-101.42,14,Monthly Plan,80,63.62713965659803,1
4G,BSNL,Andhra Pradesh,-102.19,0,Yearly Plan,87,65.97212422606353,0
4G,BSNL,Telangana,-80.22,11,Monthly Plan,58,27.57718223284916,0
4G,BSNL,Bihar,-118.31,13,3 Months Plan,63,94.39758720108958,1
4G,BSNL,Kerala,-88.65,5,Yearly Plan,119,42.47711004484177,0
4G,BSNL,West Bengal,-100.57,8,Monthly Plan,73,60.814827283561215,1
4G,BSNL,Gujarat,-89.44,11,Yearly Plan,65,43.60474195727109,0
4G,BSNL,Rajasthan,-76.23,0,Monthly Plan,27,19.72331791949797,0
4G,BSNL,Madhya Pradesh,-97.21,10,3 Months Plan,27,55.46586422026719,1
4G,BSNL,Delhi,-118.63,0,3 Months Plan,111,94.7836543054834,1
4G,BSNL,Maharashtra,-105.34,5,Monthly Plan,48,68.22076312990312,1
4G,BSNL,Bihar,-109.25,7,Monthly Plan,71,76.56439796994276,1
4G,BSNL,Madhya Pradesh,-77.87,7,Monthly Plan,61,26.20102181409959,0
4G,BSNL,Maharashtra,-119.6,4,3 Months Plan,116,97.66230398704198,1
4G,BSNL,Gujarat,-98.23,6,Yearly Plan,62,58.55287061375493,1
4G,BSNL,Bihar,-80.96,12,Monthly Plan,27,27.80022980634133,0
4G,BSNL,Gujarat,-76.01,1,3 Months Plan,110,20.80660596469416,0
4G,BSNL,Kerala,-97.21,6,3 Months Plan,102,57.60066549838231,0
4G,BSNL,Karnataka,-90.21,11,Monthly Plan,47,41.78209057051853,1
4G,BSNL,West Bengal,-104.4,13,Monthly Plan,96,69.262653827562,1
4G,BSNL,Madhya Pradesh,-105.23,5,Yearly Plan,82,71.48702382654199,1
4G,BSNL,Karnataka,-97.76,0,3 Months Plan,22,58.49692751674763,0
4G,BSNL,Tamil Nadu,-111.67,1,3 Months Plan,103,79.89782972596264,0
4G,BSNL,Punjab,-78.59,6,3 Months Plan,53,24.734752781226387,0
4G,BSNL,Punjab,-112.07,12,Monthly Plan,114,84.28681461630715,1
4G,BSNL,Delhi,-116.86,8,3 Months Plan,15,90.02392673869427,1
4G,BSNL,Gujarat,-110.22,0,Yearly Plan,5,79.10268714382114,1
4G,BSNL,Gujarat,-71.41,11,Yearly Plan,115,13.024329710818993,1
4G,BSNL,Tamil Nadu,-116.23,8,Yearly Plan,3,88.22265924531705,1
4G,BSNL,Bihar,-110.06,0,3 Months Plan,35,78.31397926232398,0
4G,BSNL,West Bengal,-101.32,1,Monthly Plan,52,63.74081963889502,0
4G,BSNL,Gujarat,-88.56,0,Yearly Plan,63,42.44567829535151,0
4G,BSNL,Kerala,-112.95,4,Yearly Plan,77,84.31856574343111,0
4G,BSNL,Bihar,-94.36,5,3 Months Plan,61,53.98314061317253,1
4G,BSNL,Tamil Nadu,-78.26,12,3 Months Plan,60,22.26639509268012,0
4G,BSNL,Kerala,-78.75,13,Yearly Plan,57,27.886567449666327,0
4G,BSNL,West Bengal,-103.57,11,Monthly Plan,52,69.32083215632055,1
4G,BSNL,Telangana,-103.89,8,3 Months Plan,88,70.17447547033504,1
4G,BSNL,Madhya Pradesh,-116.29,4,Monthly Plan,45,92.05659534874742,0
4G,BSNL,Madhya Pradesh,-115.36,9,Monthly Plan,63,90.31731533668432,1
4G,BSNL,Gujarat,-118.08,10,Yearly Plan,64,94.94111828518318,1
4G,BSNL,Rajasthan,-75.38,8,Yearly Plan,111,19.5477153017666,0
4G,BSNL,Telangana,-71.48,1,Monthly Plan,5,16.13253683562725,0
4G,BSNL,Kerala,-94.77,10,Yearly Plan,105,51.4823878227753,0
4G,BSNL,Uttar Pradesh,-110.71,3,Yearly Plan,19,80.02854065230393,1
4G,BSNL,Madhya Pradesh,-85.54,11,Monthly Plan,45,37.547310910431385,1
4G,BSNL,Maharashtra,-116.15,3,3 Months Plan,21,86.09283756199657,1
4G,BSNL,Gujarat,-97.62,0,Monthly Plan,75,58.40968634079773,0
4G,BSNL,Bihar,-78.23,13,3 Months Plan,65,25.1134554645192,0
4G,BSNL,Tamil Nadu,-104.3,0,Yearly Plan,12,68.07069931252857,0
4G,BSNL,Bihar,-104.64,14,3 Months Plan,63,71.26638328881162,1
4G,BSNL,Delhi,-110.66,6,Yearly Plan,105,80.74689050950458,0
4G,BSNL,Karnataka,-114.75,0,Yearly Plan,116,87.90200288005165,1
4G,BSNL,Kerala,-79.11,8,Yearly Plan,44,26.51229833331163,0
4G,BSNL,West Bengal,-95.93,0,Monthly Plan,39,56.179701793351725,0
4G,BSNL,Delhi,-117.59,11,3 Months Plan,70,89.86490317204493,1
4G,BSNL,Madhya Pradesh,-108.27,7,Monthly Plan,90,74.64770790862697,1
4G,BSNL,Telangana,-73.3,11,3 Months Plan,49,15.183750651068644,0
4G,BSNL,Madhya Pradesh,-102.15,11,Monthly Plan,26,67.337011062334,1
4G,BSNL,Gujarat,-103.36,3,Monthly Plan,95,69.11250683627547,0
4G,BSNL,Kerala,-109.25,10,Monthly Plan,9,76.81548491279817,1
4G,BSNL,Madhya Pradesh,-88.98,0,Monthly Plan,75,43.10254594073445,0
4G,BSNL,Gujarat,-96.21,11,3 Months Plan,112,56.21418429877731,0
4G,BSNL,Uttar Pradesh,-71.89,11,Monthly Plan,48,14.954519867845669,0
4G,BSNL,Uttar Pradesh,-84.47,2,Monthly Plan,33,32.44583125526228,0
4G,BSNL,Rajasthan,-100.63,1,Monthly Plan,82,62.10087269422782,0
4G,BSNL,Tamil Nadu,-118.5,7,Yearly Plan,48,94.1826612509017,1
4G,BSNL,Delhi,-94.74,7,Monthly Plan,13,53.679519342343,0
4G,BSNL,Andhra Pradesh,-113.37,10,Yearly Plan,59,82.99518823035278,1
4G,BSNL,Bihar,-99.94,0,3 Months Plan,36,60.51790181251396,0
4G,BSNL,Maharashtra,-102.8,2,Yearly Plan,6,67.53555564443829,0
4G,BSNL,Delhi,-94.64,4,3 Months Plan,119,52.86183112657202,0
4G,BSNL,Delhi,-113.36,0,Yearly Plan,75,83.29464882710577,0
4G,BSNL,Punjab,-70.26,0,3 Months Plan,69,9.988197625406466,0
4G,BSNL,Gujarat,-117.88,0,Monthly Plan,103,92.11756048275112,0
4G,BSNL,Uttar Pradesh,-114.01,5,3 Months Plan,25,84.92715557689219,1
4G,BSNL,Delhi,-114.9,13,Yearly Plan,18,88.42814315627135,1
4G,BSNL,Delhi,-70.5,11,Yearly Plan,36,13.837744327625174,0
4G,BSNL,Maharashtra,-90.84,0,Monthly Plan,107,45.30641195687558,0
4G,BSNL,Tamil Nadu,-71.0,8,Yearly Plan,108,13.215257534519658,0
4G,BSNL,Rajasthan,-116.1,6,Yearly Plan,2,89.15354815273557,1
4G,BSNL,Delhi,-87.83,4,Yearly Plan,51,41.84389629164424,0
4G,BSNL,Rajasthan,-113.25,7,3 Months Plan,53,84.65001665196208,1
4G,BSNL,Gujarat,-88.53,7,Yearly Plan,74,41.51858866325268,0
4G,BSNL,Uttar Pradesh,-112.21,0,Yearly Plan,108,83.49058509603256,0
4G,BSNL,Tamil Nadu,-95.26,14,Yearly Plan,84,53.425541542581136,0
4G,BSNL,Karnataka,-76.69,7,Monthly Plan,15,22.813222613238327,0
4G,BSNL,Kerala,-75.2,11,3 Months Plan,50,20.69745855864517,0
4G,BSNL,Gujarat,-89.05,10,Monthly Plan,75,42.47482043710838,1
4G,BSNL,Karnataka,-111.31,0,Monthly Plan,26,78.37175755715516,0
4G,BSNL,Maharashtra,-118.4,1,Monthly Plan,11,94.41954936209052,1
4G,BSNL,Tamil Nadu,-83.11,0,Monthly Plan,51,32.79615797067873,0
4G,BSNL,West Bengal,-77.57,13,Monthly Plan,101,24.477411399770343,0
4G,BSNL,Telangana,-81.94,0,Yearly Plan,28,29.792000908902764,0
4G,BSNL,Madhya Pradesh,-74.99,5,Monthly Plan,36,17.304153877408453,0
4G,BSNL,Gujarat,-110.51,1,Monthly Plan,22,81.08417719696914,1
4G,BSNL,Gujarat,-76.17,13,Yearly Plan,34,21.184405758349417,0
4G,BSNL,Delhi,-102.2,2,Monthly Plan,82,66.962416806845,1
4G,BSNL,Kerala,-79.54,14,Yearly Plan,56,25.672515165553328,0
4G,BSNL,Maharashtra,-72.19,10,Yearly Plan,79,15.73734959945104,0
4G,BSNL,Punjab,-75.83,1,Yearly Plan,105,20.53950137365113,0
4G,BSNL,Karnataka,-72.98,9,Monthly Plan,116,15.368548050403188,0
4G,BSNL,Telangana,-98.71,13,Monthly Plan,62,60.52142037235313,0
4G,BSNL,Maharashtra,-98.73,13,3 Months Plan,67,59.15272333843179,1
4G,BSNL,Rajasthan,-85.21,11,3 Months Plan,93,35.597761490287475,0
4G,BSNL,Telangana,-89.12,4,Monthly Plan,73,44.71586475206684,0
4G,BSNL,Uttar Pradesh,-80.98,4,Yearly Plan,63,27.46744806393364,0
4G,BSNL,Madhya Pradesh,-79.95,5,Monthly Plan,8,27.25389491567282,0
4G,BSNL,Karnataka,-89.15,0,Yearly Plan,108,41.80379187248086,0
4G,BSNL,Kerala,-78.82,12,Yearly Plan,77,28.603467159266703,0
4G,BSNL,Bihar,-99.69,0,Monthly Plan,25,59.95991299064175,0
4G,BSNL,Telangana,-73.01,5,Yearly Plan,110,17.53754436034005,0
4G,BSNL,Maharashtra,-98.07,4,Monthly Plan,30,57.27034184230306,0
4G,BSNL,Uttar Pradesh,-86.79,6,Monthly Plan,84,38.532115492705074,0
4G,BSNL,Delhi,-71.09,4,Yearly Plan,64,11.827482743254594,0
4G,BSNL,Tamil Nadu,-78.69,7,3 Months Plan,57,25.94841572314972,0
4G,BSNL,West Bengal,-96.83,7,3 Months Plan,119,54.01261554639159,0
4G,BSNL,Rajasthan,-111.7,3,Monthly Plan,71,80.26763249875367,1
4G,BSNL,Gujarat,-116.25,11,Monthly Plan,39,88.62730482704934,1
4G,BSNL,Delhi,-79.81,0,Monthly Plan,84,25.88769287737884,0
4G,BSNL,Andhra Pradesh,-92.31,5,Yearly Plan,112,48.95756376095619,1
4G,BSNL,Andhra Pradesh,-89.21,0,Yearly Plan,87,43.79945814855533,0
4G,BSNL,Karnataka,-106.55,7,Monthly Plan,98,73.32418509593136,1
4G,BSNL,Gujarat,-85.92,1,Monthly Plan,79,37.13621265301575,0
4G,BSNL,Bihar,-111.79,3,Monthly Plan,17,82.37653203287763,1
4G,BSNL,Rajasthan,-84.72,0,Monthly Plan,20,34.84986588087781,0
4G,BSNL,Telangana,-109.93,12,Monthly Plan,119,79.30092671475524,1
4G,BSNL,Andhra Pradesh,-76.45,5,Monthly Plan,13,20.077524875372827,0
4G,BSNL,Tamil Nadu,-100.27,8,3 Months Plan,9,64.53376820758376,1
4G,BSNL,Delhi,-86.15,2,Monthly Plan,22,38.14604153938911,0
4G,BSNL,Maharashtra,-114.72,7,Monthly Plan,83,87.29613749655428,0
4G,BSNL,Rajasthan,-118.32,6,Monthly Plan,119,95.23247493017692,1
4G,BSNL,Andhra Pradesh,-82.69,8,Monthly Plan,55,31.09205673627964,1
4G,BSNL,Madhya Pradesh,-74.42,8,Yearly Plan,83,15.25865946846392,0
4G,BSNL,West Bengal,-95.39,10,Yearly Plan,47,54.00234274733735,0
4G,BSNL,Telangana,-83.34,10,Yearly Plan,93,35.21311485056737,0
4G,BSNL,Delhi,-87.62,7,3 Months Plan,49,41.65867770098742,0
4G,BSNL,Andhra Pradesh,-117.69,0,Monthly Plan,30,90.7072434290437,1
4G,BSNL,Maharashtra,-108.02,10,3 Months Plan,109,78.30935620662616,1
4G,BSNL,Madhya Pradesh,-105.09,0,3 Months Plan,18,70.71989265378305,0
4G,BSNL,Uttar Pradesh,-103.52,9,Monthly Plan,102,67.65369981567576,0
4G,BSNL,Punjab,-109.98,6,Yearly Plan,76,78.05582777930825,1
4G,BSNL,Madhya Pradesh,-117.25,8,Monthly Plan,53,92.94811436968725,1
4G,BSNL,Bihar,-89.88,2,Monthly Plan,37,42.08993612816319,0
4G,BSNL,Karnataka,-70.2,0,Yearly Plan,87,10.227691658694434,0
4G,BSNL,Madhya Pradesh,-104.96,2,Monthly Plan,66,71.37727961540274,0
4G,BSNL,Tamil Nadu,-95.85,12,Monthly Plan,1,56.47655520400156,0
4G,BSNL,Punjab,-116.32,0,Yearly Plan,2,87.1957415726769,1
4G,BSNL,Punjab,-83.55,1,Monthly Plan,26,31.99901235560792,0
4G,BSNL,Maharashtra,-115.09,11,3 Months Plan,59,86.05820532995327,1
4G,BSNL,Gujarat,-79.0,5,3 Months Plan,52,25.723929658755125,0
4G,BSNL,Rajasthan,-108.39,8,3 Months Plan,61,76.76078653077198,1
4G,BSNL,Karnataka,-72.15,2,3 Months Plan,77,14.039123669794575,0
4G,BSNL,Uttar Pradesh,-81.75,6,Yearly Plan,16,29.5227075197015,0
4G,BSNL,Tamil Nadu,-112.84,6,Yearly Plan,51,85.11530274975435,1
4G,BSNL,West Bengal,-85.03,9,Yearly Plan,28,35.90450156239972,0
4G,BSNL,West Bengal,-107.41,8,3 Months Plan,2,73.97059781371942,1
4G,BSNL,Bihar,-75.68,8,Yearly Plan,120,21.743836642160066,0
4G,BSNL,Karnataka,-87.91,3,Monthly Plan,75,41.86262614215503,0
4G,BSNL,Andhra Pradesh,-77.53,1,3 Months Plan,79,22.24590893245668,0
4G,BSNL,Karnataka,-77.0,6,Yearly Plan,28,21.818680051903712,0
4G,BSNL,Uttar Pradesh,-104.09,0,Monthly Plan,84,67.29789391398444,0
4G,BSNL,Karnataka,-94.1,5,Yearly Plan,97,50.54211983607255,0
4G,BSNL,Delhi,-90.25,7,Monthly Plan,19,45.98518846730296,0
4G,BSNL,Delhi,-104.69,8,3 Months Plan,37,71.15589209607647,1
4G,BSNL,Karnataka,-74.2,7,Monthly Plan,30,17.481180956031956,0
4G,BSNL,Uttar Pradesh,-98.9,4,Yearly Plan,77,57.92646303469815,0
4G,BSNL,Delhi,-94.89,7,Yearly Plan,89,51.22174385628121,0
4G,BSNL,Tamil Nadu,-73.91,1,3 Months Plan,5,15.159363589850583,0
4G,BSNL,Bihar,-100.89,11,Yearly Plan,1,63.12899303430834,1
4G,BSNL,Andhra Pradesh,-118.26,0,Yearly Plan,61,92.34596139629927,1
4G,BSNL,Gujarat,-106.89,10,Yearly Plan,101,72.95089998372015,1
4G,BSNL,Uttar Pradesh,-100.65,3,Yearly Plan,3,61.18918641124085,0
4G,BSNL,Uttar Pradesh,-115.41,9,Monthly Plan,65,89.25105905313319,1
4G,BSNL,West Bengal,-79.03,0,Monthly Plan,21,26.153242195709243,0
4G,BSNL,Tamil Nadu,-108.88,0,3 Months Plan,21,76.52463091432374,0
4G,BSNL,Tamil Nadu,-114.36,0,Yearly Plan,68,86.96886731782794,1
4G,BSNL,Andhra Pradesh,-98.48,0,Monthly Plan,113,58.88247098070584,0
4G,BSNL,Rajasthan,-88.81,5,3 Months Plan,51,40.727597386511306,0
4G,BSNL,Andhra Pradesh,-104.83,6,3 Months Plan,51,69.79541138391109,1
4G,BSNL,West Bengal,-92.71,8,Monthly Plan,24,49.95645097013245,0
4G,BSNL,Bihar,-112.08,12,Monthly Plan,78,82.72686924238776,1
4G,BSNL,Karnataka,-87.59,1,Yearly Plan,1,40.564722766820815,0
4G,BSNL,Delhi,-89.94,0,Yearly Plan,94,43.01542542997014,0
4G,BSNL,Bihar,-114.05,6,Monthly Plan,101,86.46014385288736,1
4G,BSNL,Telangana,-110.39,0,3 Months Plan,12,79.82307540228382,1
4G,BSNL,Kerala,-74.93,11,Yearly Plan,10,17.605397451352495,1
4G,BSNL,Uttar Pradesh,-95.57,12,3 Months Plan,83,54.84305351408195,1
4G,BSNL,Tamil Nadu,-85.89,10,3 Months Plan,103,37.69836285122503,0
4G,BSNL,Telangana,-73.89,6,Monthly Plan,100,16.66548455554923,0
4G,BSNL,Madhya Pradesh,-103.3,13,Monthly Plan,108,66.79302856484873,1
4G,BSNL,Tamil Nadu,-115.46,9,Yearly Plan,112,87.947093641187,1
4G,BSNL,Bihar,-101.86,11,Monthly Plan,102,63.948362418630445,1
4G,BSNL,Punjab,-110.52,0,Monthly Plan,85,77.36897854773709,0
4G,BSNL,Madhya Pradesh,-103.87,1,3 Months Plan,9,66.87091112491929,0
4G,BSNL,West Bengal,-74.72,0,3 Months Plan,68,16.98602507634168,0
4G,BSNL,Rajasthan,-112.25,1,Yearly Plan,30,82.28632028044541,0
4G,BSNL,Andhra Pradesh,-118.39,10,Yearly Plan,76,93.22748703993368,1
4G,BSNL,Delhi,-118.84,5,Yearly Plan,92,95.26364971580344,1
4G,BSNL,Karnataka,-79.67,0,3 Months Plan,38,27.50733124940576,0
4G,BSNL,Kerala,-80.41,13,Monthly Plan,98,27.5981861747163,0
4G,BSNL,Tamil Nadu,-88.34,1,3 Months Plan,62,42.37156354049423,0
4G,BSNL,Uttar Pradesh,-79.06,12,Yearly Plan,109,24.28370563440151,0
4G,BSNL,Bihar,-90.2,8,Yearly Plan,98,43.70540051035505,1
4G,BSNL,Madhya Pradesh,-117.34,4,3 Months Plan,6,93.65335133384929,1
4G,BSNL,Tamil Nadu,-85.1,0,Monthly Plan,6,38.75540781849339,0
4G,BSNL,Kerala,-97.48,12,3 Months Plan,45,56.53902972077254,1
4G,BSNL,Delhi,-114.43,0,3 Months Plan,72,89.4888092469899,0
4G,BSNL,Bihar,-75.08,13,Yearly Plan,78,19.373653514194583,0
4G,BSNL,Telangana,-98.68,13,3 Months Plan,54,60.11997730218722,1
4G,BSNL,Bihar,-90.96,4,Yearly Plan,50,46.10187327208622,0
4G,BSNL,Kerala,-85.86,5,Yearly Plan,76,35.67305938240118,0
4G,BSNL,Gujarat,-82.87,0,Monthly Plan,111,29.50697888987997,0
4G,BSNL,Rajasthan,-106.02,8,3 Months Plan,72,70.07099536688408,0
4G,BSNL,Bihar,-94.64,4,Yearly Plan,53,55.47467886393874,0
4G,BSNL,Kerala,-97.35,0,Monthly Plan,34,56.08778712223872,0
4G,BSNL,Rajasthan,-86.61,0,3 Months Plan,26,40.64209759991974,0
4G,BSNL,Bihar,-93.46,5,Monthly Plan,12,51.72000044217361,1
4G,BSNL,Punjab,-107.6,1,Yearly Plan,106,76.83160480676091,0
4G,BSNL,Telangana,-86.04,5,3 Months Plan,73,36.44336752244833,0
4G,BSNL,Tamil Nadu,-80.44,0,Monthly Plan,24,28.558639941218587,0
4G,BSNL,Kerala,-76.52,5,Monthly Plan,72,20.377554124353864,0
4G,BSNL,Tamil Nadu,-117.79,11,Monthly Plan,119,90.86805101607632,1
4G,BSNL,Maharashtra,-111.1,1,3 Months Plan,8,79.91169368069164,0
4G,BSNL,Andhra Pradesh,-99.43,0,Monthly Plan,48,59.94012117020468,0
4G,BSNL,Bihar,-94.68,13,Monthly Plan,59,54.93691840110635,1
4G,BSNL,Kerala,-82.95,8,Yearly Plan,99,32.723967430299545,0
4G,BSNL,Madhya Pradesh,-111.97,14,Yearly Plan,95,82.76061603261043,1
4G,BSNL,Punjab,-91.66,8,3 Months Plan,20,47.64372583429362,0
4G,BSNL,West Bengal,-83.6,0,3 Months Plan,27,32.512385833467576,0
4G,BSNL,Bihar,-81.99,4,Monthly Plan,19,29.948515975758426,0
4G,BSNL,Tamil Nadu,-79.83,12,Yearly Plan,2,27.216198575902865,0
4G,BSNL,Tamil Nadu,-84.68,10,Monthly Plan,63,36.11334235513913,1
4G,BSNL,Gujarat,-88.78,10,Yearly Plan,97,41.42922727504877,0
4G,BSNL,Telangana,-99.6,6,Monthly Plan,2,62.68007889558741,1
4G,BSNL,Uttar Pradesh,-87.53,2,3 Months Plan,83,40.50419871946677,0
4G,BSNL,Madhya Pradesh,-92.73,8,Monthly Plan,4,46.92212893816949,0
4G,BSNL,Gujarat,-84.53,11,3 Months Plan,71,36.5260450796331,1
4G,BSNL,Delhi,-88.79,4,3 Months Plan,69,43.72157637920757,0
4G,BSNL,Delhi,-87.33,0,3 Months Plan,45,39.01489012170354,0
4G,BSNL,Tamil Nadu,-90.57,6,Yearly Plan,115,45.85932505094672,1
4G,BSNL,Punjab,-92.29,12,Monthly Plan,113,47.648048535229776,0
4G,BSNL,Gujarat,-71.52,9,Monthly Plan,112,13.898619887639937,0
4G,BSNL,Punjab,-99.03,0,Monthly Plan,118,59.61928486448621,0
4G,BSNL,Telangana,-115.21,4,3 Months Plan,100,87.71716551410583,1
4G,BSNL,West Bengal,-119.87,9,Yearly Plan,66,95.0967915427007,1
4G,BSNL,West Bengal,-88.66,9,Yearly Plan,117,39.89332474192139,1
4G,BSNL,Madhya Pradesh,-108.33,14,Yearly Plan,64,77.00784406093386,1
4G,BSNL,Uttar Pradesh,-117.19,2,3 Months Plan,43,89.65716612923542,1
4G,BSNL,Bihar,-78.2,5,Monthly Plan,20,21.96737448877789,0
4G,BSNL,Karnataka,-110.32,11,3 Months Plan,101,81.49886820095386,1
4G,BSNL,Tamil Nadu,-100.58,0,3 Months Plan,89,63.83017818887885,0
4G,BSNL,Maharashtra,-110.18,4,3 Months Plan,47,78.25956598933588,1
4G,BSNL,Madhya Pradesh,-107.21,10,Monthly Plan,59,73.55610806098458,1
4G,BSNL,Telangana,-114.33,1,Monthly Plan,69,86.82693421987142,1
4G,BSNL,Karnataka,-115.06,12,Yearly Plan,59,87.4180370435082,1
4G,BSNL,Rajasthan,-115.27,12,Monthly Plan,55,87.60233259630338,1
4G,BSNL,Telangana,-100.24,6,3 Months Plan,91,63.10778925001671,0
4G,BSNL,Tamil Nadu,-117.98,15,Monthly Plan,36,91.76964726670404,1
4G,BSNL,Gujarat,-119.05,4,3 Months Plan,103,94.06433572033175,1
4G,BSNL,Telangana,-119.97,11,Yearly Plan,59,97.59192669480557,1
4G,BSNL,Madhya Pradesh,-89.87,2,3 Months Plan,65,44.59575982914941,0
4G,BSNL,Rajasthan,-88.7,4,Monthly Plan,9,41.39941883748987,0
4G,BSNL,Telangana,-90.92,3,Yearly Plan,89,47.035478734580266,0
