Network_type,Operator,State,Signal_strength_dBm,No_of_Issues_Resolved,Plan_Type,Months_Active,Latency_Score,Customer_Churn
4G,Vi,Madhya Pradesh,-98.16,0,Monthly Plan,105,58.72314387688882,0
5G,Vi,Tamil Nadu,-97.06,6,Yearly Plan,91,54.60667063451242,0
4G,Vi,Telangana,-111.56,1,Yearly Plan,84,81.78575354664626,0
5G,Vi,Karnataka,-104.83,6,Yearly Plan,82,70.27712708802957,0
4G,Vi,Rajasthan,-84.53,0,3 Months Plan,28,34.49293445372943,0
5G,Vi,Delhi,-102.99,3,Monthly Plan,34,67.06770265426097,0
4G,Vi,Maharashtra,-115.87,8,Yearly Plan,80,86.04909291805866,1
4G,Vi,Tamil Nadu,-100.16,8,3 Months Plan,22,64.08399339003499,1
4G,Vi,Punjab,-75.06,1,3 Months Plan,31,16.483885925679978,0
4G,Vi,Uttar Pradesh,-85.55,0,3 Months Plan,120,37.823893228075626,0
4G,Vi,Bihar,-111.47,11,3 Months Plan,21,80.7112945051466,1
5G,Vi,Rajasthan,-92.61,0,Yearly Plan,76,45.46839199857365,0
4G,Vi,Gujarat,-110.74,0,3 Months Plan,66,82.55916976782618,0
5G,Vi,Bihar,-89.77,0,Monthly Plan,79,43.181213232435006,0
5G,Vi,Rajasthan,-103.06,9,Yearly Plan,35,64.45837817477155,1
4G,Vi,Kerala,-73.94,0,3 Months Plan,10,16.782537440938523,0
4G,Vi,West Bengal,-101.89,6,Monthly Plan,48,62.31286065387286,0
5G,Vi,Gujarat,-100.46,11,Yearly Plan,77,58.84702027471569,0
5G,Vi,Punjab,-78.41,0,3 Months Plan,22,21.50793503284968,0
5G,Vi,Punjab,-96.7,7,Monthly Plan,13,54.19179836439738,1
4G,Vi,Telangana,-82.6,5,Yearly Plan,92,31.2531975235415,0
5G,Vi,Bihar,-107.29,0,3 Months Plan,35,74.33523269146141,0
5G,Vi,Maharashtra,-107.83,10,Yearly Plan,65,76.43014738427226,1
5G,Vi,Tamil Nadu,-77.23,1,Yearly Plan,62,17.83143115649787,0
5G,Vi,Andhra Pradesh,-74.66,0,3 Months Plan,7,12.45193337588613,0
5G,Vi,Andhra Pradesh,-94.67,4,Yearly Plan,31,48.812877441668654,0
4G,Vi,Punjab,-80.91,2,Monthly Plan,38,27.08484120209925,0
5G,Vi,Kerala,-89.5,14,Monthly Plan,39,41.35683981337366,0
4G,Vi,Punjab,-86.87,3,3 Months Plan,53,39.6219045434587,1
5G,Vi,Uttar Pradesh,-96.97,7,3 Months Plan,39,52.75737825459315,0
4G,Vi,Tamil Nadu,-108.16,5,Yearly Plan,41,72.29324184044033,0
5G,Vi,Andhra Pradesh,-118.45,4,3 Months Plan,29,90.3537817189388,1
5G,Vi,Uttar Pradesh,-111.96,9,Yearly Plan,51,81.6072391213076,1
5G,Vi,Bihar,-96.29,12,Yearly Plan,27,52.26832939479227,0
5G,Vi,Punjab,-70.42,2,3 Months Plan,35,4.781156231973584,0
5G,Vi,West Bengal,-84.65,11,3 Months Plan,95,32.55357911359854,0
5G,Vi,Andhra Pradesh,-78.85,3,3 Months Plan,56,22.88262631722745,0
4G,Vi,Uttar Pradesh,-101.83,13,3 Months Plan,23,63.21047780558266,1
5G,Vi,Bihar,-71.54,13,Monthly Plan,118,7.567623221789771,0
5G,Vi,West Bengal,-76.26,0,3 Months Plan,111,16.75058804727084,0
4G,Vi,Telangana,-113.94,7,Yearly Plan,24,87.01123411295656,1
5G,Vi,Maharashtra,-110.79,10,3 Months Plan,19,77.5245023555712,1
5G,Vi,Maharashtra,-83.79,10,Monthly Plan,34,32.32233816730354,1
5G,Vi,Maharashtra,-96.47,2,Monthly Plan,67,53.00876773284838,0
4G,Vi,Uttar Pradesh,-93.83,12,Monthly Plan,76,51.04337503520298,0
5G,Vi,Punjab,-82.39,0,Monthly Plan,80,29.237854960979647,0
5G,Vi,Gujarat,-100.0,6,Monthly Plan,114,56.95605893863739,0
4G,Vi,Madhya Pradesh,-118.72,9,Monthly Plan,101,92.91984894870046,1
4G,Vi,Maharashtra,-80.36,2,Yearly Plan,82,27.412823592168746,0
4G,Vi,Andhra Pradesh,-116.6,3,3 Months Plan,46,89.95242144694487,0
4G,Vi,Rajasthan,-74.02,9,Yearly Plan,97,16.849711814267984,0
5G,Vi,Maharashtra,-95.53,0,Monthly Plan,97,51.09932007134923,0
4G,Vi,Gujarat,-113.41,4,Yearly Plan,72,84.0849914341614,1
5G,Vi,Kerala,-73.82,8,Monthly Plan,23,13.050853474741716,0
5G,Vi,Punjab,-109.5,0,Monthly Plan,95,77.35134066830449,0
5G,Vi,Bihar,-110.07,10,Monthly Plan,67,78.84416164590448,1
5G,Vi,Bihar,-75.68,0,3 Months Plan,20,13.306434751339596,0
4G,Vi,Kerala,-95.39,5,3 Months Plan,10,54.69183210002958,0
5G,Vi,Maharashtra,-74.46,1,Monthly Plan,55,12.588706142759817,0
4G,Vi,Kerala,-87.71,2,Yearly Plan,95,39.91694137372665,0
5G,Vi,Punjab,-79.1,5,Yearly Plan,38,21.47627877859151,0
4G,Vi,Bihar,-112.45,0,Yearly Plan,106,80.89795258843452,0
5G,Vi,Rajasthan,-114.13,5,Yearly Plan,95,84.18534146879392,1
4G,Vi,Gujarat,-96.03,0,Yearly Plan,88,53.620689143051415,0
4G,Vi,Bihar,-78.51,0,Monthly Plan,120,23.148257939696272,0
4G,Vi,Madhya Pradesh,-70.21,4,3 Months Plan,100,8.820915338521157,0
5G,Vi,Gujarat,-78.81,9,Yearly Plan,94,20.867323286471805,0
5G,Vi,Karnataka,-71.45,3,3 Months Plan,33,8.461431813651174,0
5G,Vi,Rajasthan,-84.01,5,Monthly Plan,22,31.39214229276156,0
4G,Vi,Kerala,-101.76,8,Monthly Plan,14,67.53474744717032,1
4G,Vi,Rajasthan,-96.72,15,Yearly Plan,64,55.30799235050503,0
5G,Vi,Uttar Pradesh,-81.25,0,Yearly Plan,41,26.711095632112222,0
5G,Vi,Uttar Pradesh,-110.85,0,Monthly Plan,59,80.50265884159263,0
4G,Vi,Maharashtra,-96.99,13,3 Months Plan,14,57.640741215177705,1
5G,Vi,Uttar Pradesh,-71.41,4,3 Months Plan,58,6.416671939005841,0
4G,Vi,Karnataka,-82.14,11,3 Months Plan,51,31.149037787165177,0
5G,Vi,Rajasthan,-87.66,13,Yearly Plan,75,37.96257957464915,0
4G,Vi,Telangana,-89.99,13,Monthly Plan,3,45.603306633643406,0
4G,Vi,Maharashtra,-101.07,3,Yearly Plan,120,60.19617566004079,0
5G,Vi,Telangana,-104.3,1,Yearly Plan,27,69.95592350479708,0
4G,Vi,Tamil Nadu,-108.13,0,Monthly Plan,13,74.55542458120578,1
4G,Vi,Maharashtra,-83.23,0,3 Months Plan,115,32.64309850370217,0
4G,Vi,Telangana,-113.89,7,Monthly Plan,110,85.34759127113318,1
4G,Vi,Karnataka,-96.83,1,Yearly Plan,22,56.89409628390906,0
4G,Vi,Uttar Pradesh,-72.48,1,Monthly Plan,64,15.006818769816665,0
4G,Vi,Punjab,-89.81,11,Monthly Plan,63,44.76213996884544,0
4G,Vi,Punjab,-114.83,4,Monthly Plan,23,85.72898449895214,1
5G,Vi,Bihar,-110.26,8,Monthly Plan,25,79.90179489266788,1
4G,Vi,Bihar,-76.26,12,Monthly Plan,103,21.01443298375092,0
5G,Vi,Karnataka,-87.64,4,Yearly Plan,82,36.37374426749546,0
5G,Vi,Maharashtra,-111.88,0,3 Months Plan,51,80.7535220843993,0
4G,Vi,Bihar,-116.27,0,Monthly Plan,102,89.11280098830173,0
4G,Vi,Gujarat,-102.49,12,Yearly Plan,107,66.70379732538069,1
5G,Vi,Madhya Pradesh,-85.82,14,Monthly Plan,52,32.817841052766525,0
5G,Vi,Kerala,-100.95,14,Monthly Plan,17,63.02167383841506,1
4G,Vi,Maharashtra,-72.88,0,Yearly Plan,10,15.07355264571435,0
5G,Vi,Maharashtra,-80.07,1,Monthly Plan,117,24.30460734725781,0
4G,Vi,Madhya Pradesh,-108.14,0,Yearly Plan,24,77.35762143892833,0
5G,Vi,Maharashtra,-92.27,5,Monthly Plan,68,45.79283941049173,1
5G,Vi,Maharashtra,-94.05,13,Yearly Plan,10,48.87035294106406,0
4G,Vi,Gujarat,-95.24,0,3 Months Plan,36,50.93691459331091,0
4G,Vi,Punjab,-104.27,4,Monthly Plan,95,69.031206098721,1
5G,Vi,Madhya Pradesh,-118.69,0,Yearly Plan,68,93.43738494553932,0
4G,Vi,Gujarat,-79.06,2,3 Months Plan,90,24.363170892621422,0
5G,Vi,Rajasthan,-108.52,4,3 Months Plan,20,76.86219753560941,1
4G,Vi,Bihar,-93.06,11,Yearly Plan,84,49.22596213822308,1
4G,Vi,Uttar Pradesh,-85.26,4,Monthly Plan,96,33.41909836342511,0
5G,Vi,West Bengal,-83.18,0,Monthly Plan,40,29.091256985372056,0
5G,Vi,Kerala,-94.49,6,3 Months Plan,56,46.71020069272048,0
5G,Vi,Tamil Nadu,-97.14,8,Monthly Plan,38,55.771151856637125,1
5G,Vi,Andhra Pradesh,-95.89,0,Yearly Plan,60,52.32726048336343,0
5G,Vi,Delhi,-96.98,9,Yearly Plan,94,53.7851019397391,0
5G,Vi,Kerala,-83.5,9,3 Months Plan,42,31.53615364058857,1
4G,Vi,West Bengal,-71.35,4,Monthly Plan,75,11.54405540833293,0
5G,Vi,Gujarat,-78.4,8,Monthly Plan,47,21.137094738502523,1
5G,Vi,Rajasthan,-85.68,2,Monthly Plan,11,36.38972472543283,0
4G,Vi,Delhi,-103.36,4,3 Months Plan,91,67.58407829825573,0
4G,Vi,Gujarat,-83.66,1,3 Months Plan,36,33.32005179234764,0
4G,Vi,Rajasthan,-91.36,8,Monthly Plan,104,46.52137348789039,0
4G,Vi,Punjab,-108.09,10,Yearly Plan,31,73.64470459789875,1
4G,Vi,Kerala,-97.35,0,Monthly Plan,43,55.93502474898921,0
5G,Vi,Tamil Nadu,-86.95,9,Yearly Plan,87,38.51408569318831,0
4G,Vi,Uttar Pradesh,-94.59,7,3 Months Plan,68,54.02287691618922,0
4G,Vi,Telangana,-113.32,10,3 Months Plan,62,87.48136070156872,1
5G,Vi,Telangana,-117.37,7,Monthly Plan,62,91.79515678801248,1
5G,Vi,Maharashtra,-70.01,5,3 Months Plan,42,6.718063264356558,0
4G,Vi,Karnataka,-104.26,3,Monthly Plan,100,67.89071082904566,0
5G,Vi,Bihar,-105.86,0,3 Months Plan,114,73.37218386757685,0
5G,Vi,Telangana,-115.09,9,3 Months Plan,60,87.26393209910268,1
4G,Vi,Kerala,-87.05,0,3 Months Plan,46,40.917617666869,0
5G,Vi,Madhya Pradesh,-93.11,8,Yearly Plan,62,46.30066454528549,0
4G,Vi,Telangana,-71.59,5,3 Months Plan,111,13.354578262127498,0
5G,Vi,Kerala,-109.68,0,Yearly Plan,11,78.27680666334102,0
5G,Vi,Delhi,-102.16,2,Monthly Plan,107,64.87834057166374,0
5G,Vi,Rajasthan,-76.88,6,Monthly Plan,13,16.43102488905999,0
4G,Vi,Gujarat,-112.52,8,3 Months Plan,106,84.97847174593862,0
4G,Vi,Andhra Pradesh,-70.24,8,Monthly Plan,32,9.341251768217996,0
5G,Vi,West Bengal,-105.97,11,Monthly Plan,64,70.49533630801139,1
5G,Vi,Karnataka,-72.01,7,Yearly Plan,61,6.272547644399968,0
4G,Vi,West Bengal,-71.44,10,Monthly Plan,79,14.672254962657178,0
5G,Vi,Gujarat,-86.42,5,Monthly Plan,69,36.20906336980487,0
4G,Vi,Punjab,-119.77,4,Yearly Plan,87,96.14237323653713,1
4G,Vi,Rajasthan,-104.7,13,Monthly Plan,16,69.21555729755933,1
4G,Vi,Punjab,-112.93,0,Yearly Plan,85,83.2915658597013,0
4G,Vi,Andhra Pradesh,-92.37,8,3 Months Plan,32,49.40694648286672,0
5G,Vi,Gujarat,-70.21,4,Yearly Plan,32,6.316261236404642,0
4G,Vi,Rajasthan,-80.25,10,3 Months Plan,82,27.73165630683636,0
4G,Vi,Maharashtra,-91.05,7,3 Months Plan,77,48.4304728580345,0
4G,Vi,Rajasthan,-102.91,1,Yearly Plan,110,68.98192414626033,0
4G,Vi,Gujarat,-111.77,14,Monthly Plan,105,80.52642465442693,1
4G,Vi,Bihar,-116.42,7,3 Months Plan,91,88.4015917996385,1
5G,Vi,Uttar Pradesh,-106.79,4,3 Months Plan,45,71.85237168954936,1
5G,Vi,West Bengal,-95.25,9,Yearly Plan,23,49.81034991762236,0
4G,Vi,Uttar Pradesh,-72.94,2,3 Months Plan,94,16.3859847015467,0
4G,Vi,Karnataka,-103.05,13,Monthly Plan,120,66.0013951789843,1
4G,Vi,Rajasthan,-111.47,9,Yearly Plan,106,80.33147089847284,1
4G,Vi,West Bengal,-105.15,5,Yearly Plan,73,69.79349628594444,1
5G,Vi,Rajasthan,-76.2,6,3 Months Plan,93,17.46694850055349,0
4G,Vi,Andhra Pradesh,-74.1,3,Yearly Plan,104,18.77609290046976,0
5G,Vi,West Bengal,-92.61,5,Monthly Plan,46,45.11934269424485,0
4G,Vi,Karnataka,-70.87,1,3 Months Plan,81,10.742275480790502,0
5G,Vi,Kerala,-118.91,6,3 Months Plan,15,92.40697404203472,1
4G,Vi,West Bengal,-78.15,13,Yearly Plan,13,23.613890110857856,0
5G,Vi,Madhya Pradesh,-114.76,11,3 Months Plan,14,84.77648367171976,1
5G,Vi,Punjab,-78.38,8,3 Months Plan,7,19.63492401317917,0
4G,Vi,Madhya Pradesh,-74.73,9,Yearly Plan,95,16.111524435434877,0
5G,Vi,Bihar,-71.32,13,Yearly Plan,62,8.13293658460383,0
4G,Vi,Andhra Pradesh,-98.13,13,Monthly Plan,70,58.45074512281143,1
5G,Vi,Andhra Pradesh,-78.65,5,3 Months Plan,110,23.09923850435101,0
4G,Vi,Uttar Pradesh,-118.01,3,Yearly Plan,16,91.86072838653725,1
4G,Vi,Tamil Nadu,-86.97,9,Yearly Plan,37,37.13383706265532,0
5G,Vi,Rajasthan,-114.98,8,Yearly Plan,119,88.43894853128013,1
4G,Vi,Delhi,-85.89,13,Yearly Plan,107,39.27033543960187,0
5G,Vi,Madhya Pradesh,-75.01,1,Monthly Plan,49,14.741183022916877,0
4G,Vi,Gujarat,-85.73,2,3 Months Plan,38,36.99998847450931,0
5G,Vi,Tamil Nadu,-110.81,4,Monthly Plan,62,81.667474748243,1
5G,Vi,Delhi,-89.73,1,Monthly Plan,41,41.28500728545797,0
5G,Vi,Uttar Pradesh,-116.56,5,Yearly Plan,45,88.58901050890327,1
4G,Vi,Maharashtra,-86.13,10,3 Months Plan,3,36.16637179330455,1
5G,Vi,Rajasthan,-97.81,0,Monthly Plan,113,54.844574867171104,0
4G,Vi,Kerala,-91.97,11,Yearly Plan,14,45.5090280044788,0
4G,Vi,Gujarat,-72.58,7,Monthly Plan,84,15.067821354209247,0
5G,Vi,Delhi,-97.42,3,3 Months Plan,27,54.95763608433559,0
5G,Vi,Punjab,-71.93,1,3 Months Plan,33,9.274078955692293,0
4G,Vi,Karnataka,-86.57,1,Monthly Plan,5,37.69358908530826,0
4G,Vi,Maharashtra,-92.39,3,3 Months Plan,23,48.39724751217914,1
5G,Vi,Tamil Nadu,-113.71,7,Yearly Plan,117,86.93873546799105,1
4G,Vi,Karnataka,-90.29,10,Yearly Plan,61,45.97822430064343,0
4G,Vi,Punjab,-84.74,0,Yearly Plan,36,35.032892705213825,0
5G,Vi,Uttar Pradesh,-101.97,1,Yearly Plan,21,62.91220213696851,0
4G,Vi,Delhi,-83.15,0,3 Months Plan,29,35.14476929044847,0
5G,Vi,Maharashtra,-85.8,1,3 Months Plan,66,36.66775063534904,0
4G,Vi,West Bengal,-80.85,0,Yearly Plan,59,26.88564602271143,0
4G,Vi,Rajasthan,-72.6,0,Monthly Plan,110,15.114070226685964,0
5G,Vi,Gujarat,-109.32,14,3 Months Plan,26,78.94249838396438,1
5G,Vi,Karnataka,-86.85,3,3 Months Plan,51,34.171239034890405,0
5G,Vi,Kerala,-78.03,0,3 Months Plan,84,18.59435991990297,0
4G,Vi,Maharashtra,-84.9,1,3 Months Plan,86,37.71484898732907,0
4G,Vi,Kerala,-92.34,4,Yearly Plan,102,50.51998866444719,0
4G,Vi,Rajasthan,-100.15,11,3 Months Plan,118,62.856322993650096,0
5G,Vi,Madhya Pradesh,-104.26,13,Monthly Plan,93,69.8657076612305,1
4G,Vi,West Bengal,-85.64,5,Yearly Plan,101,36.85638188880211,0
5G,Vi,Telangana,-70.3,12,Yearly Plan,3,6.506421479474514,0
4G,Vi,Kerala,-113.78,13,Monthly Plan,100,83.1852491295568,1
5G,Vi,Gujarat,-103.06,2,Monthly Plan,1,65.59300629319819,0
4G,Vi,Bihar,-92.81,8,Monthly Plan,58,50.635101422061936,1
5G,Vi,Madhya Pradesh,-108.27,15,Yearly Plan,91,73.31294643757083,1
4G,Vi,Punjab,-116.82,8,Yearly Plan,119,93.39079594814072,1
5G,Vi,Madhya Pradesh,-118.39,8,3 Months Plan,115,92.5127255326893,1
4G,Vi,Kerala,-116.79,5,3 Months Plan,42,91.47438209755502,1
5G,Vi,Tamil Nadu,-92.05,7,Monthly Plan,28,43.93114102157051,1
4G,Vi,Bihar,-101.2,2,Monthly Plan,109,63.43760425625098,0
4G,Vi,Karnataka,-118.97,9,Yearly Plan,110,94.88473060787048,1
5G,Vi,Telangana,-98.09,5,Monthly Plan,44,54.55695989991801,0
4G,Vi,West Bengal,-72.92,0,3 Months Plan,91,13.161852391039243,0
5G,Vi,Punjab,-111.57,3,3 Months Plan,98,78.65171996285548,1
4G,Vi,Delhi,-118.27,9,Monthly Plan,99,91.43247706464446,1
5G,Vi,Gujarat,-112.13,12,Monthly Plan,105,80.73961034465353,1
5G,Vi,West Bengal,-87.18,12,Monthly Plan,25,36.95377056680316,0
5G,Vi,Delhi,-111.75,12,Yearly Plan,61,79.88843621947777,1
5G,Vi,Rajasthan,-95.0,2,Monthly Plan,107,48.32717345625061,0
4G,Vi,Uttar Pradesh,-108.25,11,Monthly Plan,14,76.56789350084398,1
5G,Vi,Madhya Pradesh,-71.22,11,Monthly Plan,54,5.918858466608907,0
4G,Vi,Tamil Nadu,-117.71,0,Monthly Plan,81,92.68783192362967,0
4G,Vi,West Bengal,-118.52,7,Yearly Plan,93,93.0111086546806,1
5G,Vi,Gujarat,-115.37,14,Yearly Plan,95,85.67004021655438,1
4G,Vi,Bihar,-85.92,0,Monthly Plan,32,38.3432325586256,0
5G,Vi,Andhra Pradesh,-111.95,9,3 Months Plan,118,80.78617597525948,1
5G,Vi,Punjab,-115.73,13,3 Months Plan,41,89.85338548363949,1
5G,Vi,Telangana,-107.3,11,Monthly Plan,85,72.9518201877523,1
5G,Vi,Uttar Pradesh,-78.63,8,Yearly Plan,39,20.417873034777383,0
5G,Vi,Delhi,-110.86,2,3 Months Plan,62,78.27303785973386,1
5G,Vi,Kerala,-112.64,12,Yearly Plan,32,80.15471081916883,1
5G,Vi,Kerala,-119.48,3,Yearly Plan,7,95.2396882085843,1
5G,Vi,Delhi,-80.47,9,Yearly Plan,33,24.801768148900244,0
4G,Vi,Bihar,-90.08,6,Monthly Plan,118,46.1772329901374,0
4G,Vi,Uttar Pradesh,-77.86,1,Yearly Plan,55,25.1888081731128,0
4G,Vi,Tamil Nadu,-96.78,8,Yearly Plan,35,55.89680790204645,1
5G,Vi,Tamil Nadu,-110.05,14,Monthly Plan,53,78.56024935117664,1
4G,Vi,Kerala,-90.47,11,Yearly Plan,31,46.97099639419085,1
4G,Vi,Maharashtra,-74.24,1,Yearly Plan,37,18.348078864954587,0
4G,Vi,Bihar,-112.5,6,Monthly Plan,45,84.06319161312683,1
4G,Vi,Telangana,-85.28,0,Yearly Plan,8,38.14588791733252,0
4G,Vi,Punjab,-104.25,2,3 Months Plan,117,71.03564456543928,0
4G,Vi,Delhi,-98.74,7,Monthly Plan,34,59.12344405884705,0
5G,Vi,Madhya Pradesh,-96.84,2,3 Months Plan,39,54.31867092520668,0
5G,Vi,Bihar,-108.29,10,Yearly Plan,1,75.45576334525794,1
4G,Vi,Rajasthan,-109.82,0,Yearly Plan,24,77.89668950743253,0
5G,Vi,Maharashtra,-114.52,13,3 Months Plan,14,86.5593803015249,1
4G,Vi,Tamil Nadu,-115.74,4,3 Months Plan,87,87.69325708315586,0
4G,Vi,Gujarat,-116.02,0,Monthly Plan,106,90.57765064628175,0
5G,Vi,Telangana,-75.89,7,Yearly Plan,52,14.400135915584777,0
4G,Vi,Tamil Nadu,-107.16,0,Monthly Plan,37,73.74432633694597,0
4G,Vi,Madhya Pradesh,-117.7,0,3 Months Plan,58,91.046521622157,0
5G,Vi,Delhi,-106.94,0,Monthly Plan,47,73.28936543904004,0
4G,Vi,Madhya Pradesh,-91.98,1,3 Months Plan,105,45.40063163901058,0
4G,Vi,Punjab,-107.64,8,Yearly Plan,72,75.18171000284342,0
5G,Vi,Andhra Pradesh,-98.81,5,3 Months Plan,37,58.662741328905135,0
4G,Vi,Bihar,-92.93,13,Monthly Plan,98,48.50350469466523,0
5G,Vi,Maharashtra,-110.11,6,Yearly Plan,3,76.90484220455251,1
4G,Vi,Tamil Nadu,-98.23,6,3 Months Plan,45,58.57527545174375,1
5G,Vi,Andhra Pradesh,-77.27,13,Yearly Plan,4,17.871448334162395,0
4G,Vi,Telangana,-94.14,0,Monthly Plan,12,52.42567000603031,0
4G,Vi,Tamil Nadu,-79.38,0,Yearly Plan,69,24.772155039240257,0
4G,Vi,Delhi,-73.84,13,Monthly Plan,48,14.261500196726406,0
5G,Vi,West Bengal,-93.86,5,Yearly Plan,73,46.4637965274848,0
4G,Vi,Karnataka,-88.58,12,Yearly Plan,120,39.6484616906849,0
4G,Vi,Maharashtra,-116.25,0,Yearly Plan,88,89.6032533147607,0
5G,Vi,Karnataka,-95.77,4,3 Months Plan,6,54.04593655936062,0
5G,Vi,West Bengal,-88.0,8,Yearly Plan,47,36.45920319859342,0
5G,Vi,Punjab,-115.84,14,Yearly Plan,101,90.2770823893664,1
4G,Vi,Rajasthan,-74.23,5,3 Months Plan,28,17.302193570337547,0
5G,Vi,Karnataka,-85.85,4,3 Months Plan,36,32.78756742032334,0
4G,Vi,Gujarat,-90.72,10,3 Months Plan,93,45.973010205747386,1
5G,Vi,Gujarat,-92.34,2,3 Months Plan,62,46.32118732843939,0
4G,Vi,Telangana,-108.13,14,Yearly Plan,30,73.65693383029024,1
4G,Vi,Punjab,-102.96,15,3 Months Plan,120,67.48106670436775,1
5G,Vi,Delhi,-103.86,12,Yearly Plan,84,66.14059941104756,1
4G,Vi,Rajasthan,-117.91,6,Monthly Plan,100,90.68031146604228,0
5G,Vi,Maharashtra,-74.46,12,3 Months Plan,19,15.805287245291186,0
5G,Vi,Gujarat,-81.45,0,Monthly Plan,117,26.120537886082783,0
4G,Vi,Uttar Pradesh,-97.1,5,Yearly Plan,98,56.69457090255923,1
5G,Vi,Gujarat,-98.96,0,3 Months Plan,116,57.21002235599176,0
5G,Vi,Gujarat,-105.18,3,3 Months Plan,71,69.81873131736211,0
5G,Vi,Uttar Pradesh,-92.41,12,3 Months Plan,50,46.387942891562446,0
4G,Vi,Karnataka,-87.13,3,Yearly Plan,79,40.15840388045084,0
5G,Vi,Bihar,-73.79,6,Yearly Plan,9,12.641216380691615,0
5G,Vi,Uttar Pradesh,-106.92,10,3 Months Plan,25,73.20861003727374,1
5G,Vi,Maharashtra,-80.74,13,Monthly Plan,60,24.88678518050377,0
4G,Vi,Telangana,-106.71,14,3 Months Plan,79,74.90225523431644,1
5G,Vi,Maharashtra,-70.29,5,Monthly Plan,56,4.992551383568217,0
4G,Vi,Maharashtra,-90.88,2,Yearly Plan,81,48.43382095974659,0
4G,Vi,Maharashtra,-84.29,1,Monthly Plan,61,34.282657516299665,0
5G,Vi,West Bengal,-78.72,11,Yearly Plan,19,20.678362241970905,0
5G,Vi,Rajasthan,-110.94,5,Monthly Plan,115,81.0253828342627,1
5G,Vi,Punjab,-90.75,8,Yearly Plan,24,41.135846889369,0
4G,Vi,Maharashtra,-71.64,0,Yearly Plan,94,14.802140694076671,0
5G,Vi,Tamil Nadu,-85.41,3,3 Months Plan,30,34.13299638535119,0
4G,Vi,Delhi,-119.8,4,3 Months Plan,110,94.38890673290452,1
5G,Vi,Madhya Pradesh,-108.28,3,3 Months Plan,65,74.95500697137115,1
5G,Vi,Telangana,-98.85,0,Yearly Plan,52,58.00597168212106,0
5G,Vi,Bihar,-116.46,8,Yearly Plan,3,90.38690372588977,1
5G,Vi,Punjab,-110.73,6,Monthly Plan,52,78.82608688090548,1
5G,Vi,Punjab,-91.9,0,Monthly Plan,55,44.71416362132464,0
4G,Vi,Rajasthan,-74.4,1,Monthly Plan,73,19.37337836152152,0
4G,Vi,Andhra Pradesh,-117.07,3,Monthly Plan,39,91.56787598386428,1
4G,Vi,Kerala,-108.68,14,Yearly Plan,101,76.03380158998941,1
4G,Vi,Maharashtra,-76.21,9,3 Months Plan,113,22.53295600646243,0
4G,Vi,Telangana,-108.68,6,Monthly Plan,91,77.25792855203841,1
4G,Vi,West Bengal,-90.35,5,Yearly Plan,74,45.99728388242145,0
5G,Vi,Rajasthan,-99.58,10,3 Months Plan,111,57.666120004912045,0
4G,Vi,Karnataka,-95.73,5,3 Months Plan,66,54.68535925313529,0
5G,Vi,Maharashtra,-76.5,0,Monthly Plan,94,20.15290498009438,0
5G,Vi,Delhi,-71.8,10,Yearly Plan,61,7.729993267528551,0
5G,Vi,West Bengal,-85.11,11,Monthly Plan,57,32.36367587652902,1
4G,Vi,Rajasthan,-111.22,3,Monthly Plan,103,80.57362226308526,0
4G,Vi,Bihar,-88.74,3,3 Months Plan,94,43.03329773390143,0
5G,Vi,Uttar Pradesh,-105.54,12,Monthly Plan,28,72.97296386634208,1
4G,Vi,Maharashtra,-110.13,12,3 Months Plan,57,80.61130610279189,1
5G,Vi,Rajasthan,-98.15,6,3 Months Plan,58,54.23081476487232,1
4G,Vi,Delhi,-85.75,0,3 Months Plan,59,36.05137276410868,0
5G,Vi,Tamil Nadu,-118.2,2,3 Months Plan,78,94.25050819366768,0
5G,Vi,Punjab,-82.14,5,Monthly Plan,11,26.901333912056124,0
4G,Vi,Gujarat,-105.03,9,Monthly Plan,17,70.11553299309898,1
4G,Vi,Madhya Pradesh,-71.95,2,Yearly Plan,68,11.478507255081624,0
4G,Vi,Karnataka,-76.71,6,Yearly Plan,51,22.97658348760927,0
5G,Vi,Rajasthan,-111.68,2,3 Months Plan,18,81.63887199411373,0
5G,Vi,Bihar,-115.89,7,3 Months Plan,54,87.57306451471524,1
4G,Vi,Gujarat,-117.1,7,3 Months Plan,33,89.88685509661501,1
4G,Vi,Delhi,-112.75,8,3 Months Plan,113,82.22560751823058,1
4G,Vi,Tamil Nadu,-106.8,15,3 Months Plan,9,75.70011623062018,1
4G,Vi,Punjab,-82.45,0,Monthly Plan,49,31.67837652881233,0
4G,Vi,Tamil Nadu,-86.69,5,3 Months Plan,51,38.653473112073165,0
4G,Vi,Maharashtra,-78.07,6,3 Months Plan,25,25.031229077761807,0
4G,Vi,Punjab,-80.89,10,3 Months Plan,119,26.849909621322283,0
4G,Vi,Andhra Pradesh,-102.96,14,Monthly Plan,113,64.81384658711605,1
5G,Vi,Gujarat,-106.96,7,Monthly Plan,107,72.52142568881304,0
5G,Vi,Delhi,-91.44,2,3 Months Plan,79,45.49947425267307,0
5G,Vi,Rajasthan,-97.21,13,3 Months Plan,112,53.45120254630439,0
4G,Vi,Tamil Nadu,-108.69,0,Monthly Plan,12,74.48258834454727,0
4G,Vi,West Bengal,-103.35,12,Yearly Plan,58,68.81592326816693,1
4G,Vi,Madhya Pradesh,-108.27,7,Yearly Plan,94,74.94431093772921,1
