date,state,city,area,tower_id,network_type,day_of_week,is_weekend,month,signal_strength_dbm,latency_ms,throughput_mbps,operator,signal_category,latency_category,throughput_category
2025-11-09,Telangana,Nizamabad,Vinayak Nagar,TWR_1077,5G,Sunday,1,November,-71.33418241738069,25.822942547280093,17.3759255746291,BSNL,Excellent,Low (Optimal),Low Speed
2025-11-09,Telangana,Nizamabad,Vinayak Nagar,TWR_1077,5G,Sunday,1,November,-75.00598387948186,20.425350511811114,18.91516448632993,Jio,Excellent,Low (Optimal),Low Speed
2025-11-09,Telangana,Nizamabad,Vinayak Nagar,TWR_1077,5G,Sunday,1,November,-72.20856152107609,20.08220335511936,15.792004896770557,Vi,Excellent,Low (Optimal),Low Speed
2025-11-09,Telangana,Warangal,Hanumakonda,TWR_1061,4G,Sunday,1,November,-87.95469733718504,47.423874975445045,10.415015717879847,Airtel,Good,Medium,Low Speed
2025-11-09,Telangana,Warangal,Hanumakonda,TWR_1061,4G,Sunday,1,November,-89.61198452337875,60.874737665745926,10.269544226724486,BSNL,Good,High (Poor),Low Speed
2025-11-09,Telangana,Warangal,Hanumakonda,TWR_1061,4G,Sunday,1,November,-89.00689681968134,61.2010272099003,9.851716456791918,Jio,Good,High (Poor),Low Speed
2025-11-09,Telangana,Warangal,Hanumakonda,TWR_1061,4G,Sunday,1,November,-89.68047821269508,61.661589885756726,14.620619397855203,Vi,Good,High (Poor),Low Speed
2025-11-09,Telangana,Warangal,Kazipet,TWR_1062,4G,Sunday,1,November,-94.36276275182665,65.00814459945322,39.63380520710237,Airtel,Fair,High (Poor),Moderate
2025-11-09,Telangana,Warangal,Kazipet,TWR_1062,4G,Sunday,1,November,-95.92257057836768,63.35541407717974,30.972208087758634,BSNL,Fair,High (Poor),Moderate
2025-11-09,Telangana,Warangal,Kazipet,TWR_1062,4G,Sunday,1,November,-89.55617092944144,71.58963112719846,39.728088033633355,Jio,Good,High (Poor),Moderate
2025-11-09,Telangana,Warangal,Kazipet,TWR_1062,4G,Sunday,1,November,-87.30292273345836,82.85223139521669,30.398384928061546,Vi,Good,High (Poor),Moderate
2025-11-10,Andhra Pradesh,Guntur,Arundalpet,TWR_1033,5G,Monday,0,November,-75.18902842361777,69.73179282530461,36.59363873102523,Airtel,Excellent,High (Poor),Moderate
2025-11-10,Andhra Pradesh,Guntur,Arundalpet,TWR_1033,5G,Monday,0,November,-76.26934079738386,67.22831838508968,43.916435297088285,BSNL,Excellent,High (Poor),Moderate
2025-11-10,Andhra Pradesh,Guntur,Arundalpet,TWR_1033,5G,Monday,0,November,-79.96156344072739,70.77867059598951,38.606809137123975,Jio,Excellent,High (Poor),Moderate
2025-11-10,Andhra Pradesh,Guntur,Arundalpet,TWR_1033,5G,Monday,0,November,-81.01803204029957,69.99863034965436,42.82831659902073,Vi,Good,High (Poor),Moderate
2025-11-10,Andhra Pradesh,Guntur,Brodipet,TWR_1031,4G,Monday,0,November,-78.84377343958984,25.61137352595529,32.696788293845245,Airtel,Excellent,Low (Optimal),Moderate
2025-11-10,Andhra Pradesh,Guntur,Brodipet,TWR_1031,4G,Monday,0,November,-81.82200930686552,34.11978765161619,29.161341986821583,BSNL,Good,Medium,Moderate
2025-11-10,Andhra Pradesh,Guntur,Brodipet,TWR_1031,4G,Monday,0,November,-81.63408825513085,25.68472256503962,27.010087157661157,Jio,Good,Low (Optimal),Moderate
2025-11-10,Andhra Pradesh,Guntur,Brodipet,TWR_1031,4G,Monday,0,November,-77.58891285429516,20.950294216910684,25.930709941131237,Vi,Excellent,Low (Optimal),Moderate
2025-11-10,Andhra Pradesh,Guntur,Brodipet,TWR_1032,4G,Monday,0,November,-86.09517228448925,61.183386017486164,55.39246755718678,Airtel,Good,High (Poor),High Speed
2025-11-10,Andhra Pradesh,Guntur,Brodipet,TWR_1032,4G,Monday,0,November,-88.32562389241559,62.600639481727804,48.3540208130427,BSNL,Good,High (Poor),Moderate
2025-11-10,Andhra Pradesh,Guntur,Brodipet,TWR_1032,4G,Monday,0,November,-80.28113235534039,69.99053565477135,54.59272347518325,Jio,Good,High (Poor),High Speed
2025-11-10,Andhra Pradesh,Guntur,Brodipet,TWR_1032,4G,Monday,0,November,-87.78651417335044,62.91559179885639,52.88400444318391,Vi,Good,High (Poor),High Speed
2025-11-10,Andhra Pradesh,Vijayawada,Benz Circle,TWR_1016,4G,Monday,0,November,-70.96757185855257,44.7498293957534,43.26291018102256,Airtel,Excellent,Medium,Moderate
2025-11-10,Andhra Pradesh,Vijayawada,Benz Circle,TWR_1016,4G,Monday,0,November,-66.82154937970131,52.27026922568669,40.54364765589185,BSNL,Excellent,Medium,Moderate
2025-11-10,Andhra Pradesh,Vijayawada,Benz Circle,TWR_1016,4G,Monday,0,November,-72.22439981194381,41.42251601716039,34.56261046192238,Jio,Excellent,Medium,Moderate
2025-11-10,Andhra Pradesh,Vijayawada,Benz Circle,TWR_1016,4G,Monday,0,November,-67.25004768191182,41.69921889524812,35.84446001449829,Vi,Excellent,Medium,Moderate
2025-11-10,Andhra Pradesh,Vijayawada,Benz Circle,TWR_1017,4G,Monday,0,November,-94.60938314437429,20.05729754503781,64.62706179972119,Airtel,Fair,Low (Optimal),High Speed
2025-11-10,Andhra Pradesh,Vijayawada,Benz Circle,TWR_1017,4G,Monday,0,November,-100.78808157578182,30.20264127129375,65.46980270724237,BSNL,Poor,Medium,High Speed
2025-11-10,Andhra Pradesh,Vijayawada,Benz Circle,TWR_1017,4G,Monday,0,November,-98.75838886974107,36.88277764265456,82.45386293972555,Jio,Fair,Medium,High Speed
2025-11-10,Andhra Pradesh,Vijayawada,Benz Circle,TWR_1017,4G,Monday,0,November,-95.41233866234388,20.73461392453181,71.44010165357021,Vi,Fair,Low (Optimal),High Speed
2025-11-10,Andhra Pradesh,Vijayawada,Patamata,TWR_1018,4G,Monday,0,November,-83.74467967128875,48.55635449954647,45.30158861775393,Airtel,Good,Medium,Moderate
2025-11-10,Andhra Pradesh,Vijayawada,Patamata,TWR_1018,4G,Monday,0,November,-87.85193039484422,49.5804723180366,34.96123392215174,BSNL,Good,Medium,Moderate
2025-11-10,Andhra Pradesh,Vijayawada,Patamata,TWR_1018,4G,Monday,0,November,-78.20495409902009,40.04396711812886,33.86805450850014,Jio,Excellent,Medium,Moderate
2025-11-10,Andhra Pradesh,Vijayawada,Patamata,TWR_1018,4G,Monday,0,November,-83.56537387355895,44.08766022417477,32.74759806890952,Vi,Good,Medium,Moderate
2025-11-10,Andhra Pradesh,Visakhapatnam,Gajuwaka,TWR_1001,5G,Monday,0,November,-86.10857216475617,41.84484924985717,62.07781671459287,Airtel,Good,Medium,High Speed
2025-11-10,Andhra Pradesh,Visakhapatnam,Gajuwaka,TWR_1001,5G,Monday,0,November,-85.1551129652776,47.42076128840752,52.244921086291306,BSNL,Good,Medium,High Speed
2025-11-10,Andhra Pradesh,Visakhapatnam,Gajuwaka,TWR_1001,5G,Monday,0,November,-85.61409058492717,57.479242842629134,52.451664109269174,Jio,Good,Medium,High Speed
2025-11-10,Andhra Pradesh,Visakhapatnam,Gajuwaka,TWR_1001,5G,Monday,0,November,-87.25672603400525,41.177055066531736,64.4882024373773,Vi,Good,Medium,High Speed
2025-11-10,Andhra Pradesh,Visakhapatnam,Gajuwaka,TWR_1002,4G,Monday,0,November,-94.02025325209817,69.33768821381726,66.23135322607614,Airtel,Fair,High (Poor),High Speed
2025-11-10,Andhra Pradesh,Visakhapatnam,Gajuwaka,TWR_1002,4G,Monday,0,November,-96.89852566569458,81.22595061430884,57.88710473321901,BSNL,Fair,High (Poor),High Speed
2025-11-10,Andhra Pradesh,Visakhapatnam,Gajuwaka,TWR_1002,4G,Monday,0,November,-95.96781583263467,83.89883510090935,55.769071600289514,Jio,Fair,High (Poor),High Speed
2025-11-10,Andhra Pradesh,Visakhapatnam,Gajuwaka,TWR_1002,4G,Monday,0,November,-103.21474596414784,71.57517265131241,73.0886326655018,Vi,Poor,High (Poor),High Speed
2025-11-10,Andhra Pradesh,Visakhapatnam,Madhurawada,TWR_1003,4G,Monday,0,November,-73.6030163448162,56.77785298137168,51.690113835805406,Airtel,Excellent,Medium,High Speed
2025-11-10,Andhra Pradesh,Visakhapatnam,Madhurawada,TWR_1003,4G,Monday,0,November,-74.85467689055353,52.13756369123337,62.12384458728531,BSNL,Excellent,Medium,High Speed
2025-11-10,Andhra Pradesh,Visakhapatnam,Madhurawada,TWR_1003,4G,Monday,0,November,-70.54872946651466,54.77256692907749,44.73017603392606,Jio,Excellent,Medium,Moderate
2025-11-10,Andhra Pradesh,Visakhapatnam,Madhurawada,TWR_1003,4G,Monday,0,November,-72.19958665857823,53.88049275059633,50.6102184659715,Vi,Excellent,Medium,High Speed
2025-11-10,Karnataka,Bengaluru,Indiranagar,TWR_1091,4G,Monday,0,November,-91.25361908509124,72.39678611620407,77.75669569480368,Airtel,Fair,High (Poor),High Speed
2025-11-10,Karnataka,Bengaluru,Indiranagar,TWR_1091,4G,Monday,0,November,-94.59516734886012,84.3145433537715,64.158280717021,BSNL,Fair,High (Poor),High Speed
2025-11-10,Karnataka,Bengaluru,Indiranagar,TWR_1091,4G,Monday,0,November,-95.60813572392108,70.63524004766595,78.96467328266222,Jio,Fair,High (Poor),High Speed
2025-11-10,Karnataka,Bengaluru,Indiranagar,TWR_1091,4G,Monday,0,November,-89.52534791900521,85.46707647519501,58.746594496336414,Vi,Good,High (Poor),High Speed
2025-11-10,Karnataka,Bengaluru,Jayanagar,TWR_1092,4G,Monday,0,November,-91.83601872138676,24.455960534010533,21.85992656189635,Airtel,Fair,Low (Optimal),Moderate
2025-11-10,Karnataka,Bengaluru,Jayanagar,TWR_1092,4G,Monday,0,November,-90.15542330169595,25.085659967071916,19.971983074848644,BSNL,Fair,Low (Optimal),Low Speed
2025-11-10,Karnataka,Bengaluru,Jayanagar,TWR_1092,4G,Monday,0,November,-83.07355636722355,29.094927160793873,28.669323786152113,Jio,Good,Low (Optimal),Moderate
2025-11-10,Karnataka,Bengaluru,Jayanagar,TWR_1092,4G,Monday,0,November,-85.96192603727758,36.13759677288324,25.166751260157408,Vi,Good,Medium,Moderate
2025-11-10,Karnataka,Hubballi,Keshwapur,TWR_1122,4G,Monday,0,November,-64.79984868429324,66.2044013816755,44.149380855866035,Airtel,Excellent,High (Poor),Moderate
2025-11-10,Karnataka,Hubballi,Keshwapur,TWR_1122,4G,Monday,0,November,-71.15244135881186,62.88343790733199,47.04729279998719,BSNL,Excellent,High (Poor),Moderate
2025-11-10,Karnataka,Hubballi,Keshwapur,TWR_1122,4G,Monday,0,November,-64.72752493621142,71.16315434902396,41.52731054268792,Jio,Excellent,High (Poor),Moderate
2025-11-10,Karnataka,Hubballi,Keshwapur,TWR_1122,4G,Monday,0,November,-63.85388727772763,80.51564949927115,61.263886958757574,Vi,Excellent,High (Poor),High Speed
2025-11-10,Karnataka,Hubballi,Vidyanagar,TWR_1121,4G,Monday,0,November,-78.59988642537584,23.288033873869644,53.393908410016294,Airtel,Excellent,Low (Optimal),High Speed
2025-11-10,Karnataka,Hubballi,Vidyanagar,TWR_1121,4G,Monday,0,November,-74.2810037040282,24.58996695065805,60.107039011712175,BSNL,Excellent,Low (Optimal),High Speed
2025-11-10,Karnataka,Hubballi,Vidyanagar,TWR_1121,4G,Monday,0,November,-79.17330949278357,21.31037249200532,73.02459237917797,Jio,Excellent,Low (Optimal),High Speed
2025-11-10,Karnataka,Hubballi,Vidyanagar,TWR_1121,4G,Monday,0,November,-77.10970574844487,29.956538496448534,66.57405340165579,Vi,Excellent,Low (Optimal),High Speed
2025-11-10,Karnataka,Mysuru,Gokulam,TWR_1106,4G,Monday,0,November,-80.05175528931049,55.525567126585734,60.67240048072873,Airtel,Good,Medium,High Speed
2025-11-10,Karnataka,Mysuru,Gokulam,TWR_1106,4G,Monday,0,November,-82.0848285693576,48.82587638580492,60.06039178409863,BSNL,Good,Medium,High Speed
2025-11-10,Karnataka,Mysuru,Gokulam,TWR_1106,4G,Monday,0,November,-78.8138765823875,53.86360523672187,84.30787047976297,Jio,Excellent,Medium,High Speed
2025-11-10,Karnataka,Mysuru,Gokulam,TWR_1106,4G,Monday,0,November,-84.343973575387,56.26305875803452,76.76204297736504,Vi,Good,Medium,High Speed
2025-11-10,Karnataka,Mysuru,Kuvempunagar,TWR_1107,4G,Monday,0,November,-75.23436346219584,44.86179717230949,45.045274472492196,Airtel,Excellent,Medium,Moderate
2025-11-10,Karnataka,Mysuru,Kuvempunagar,TWR_1107,4G,Monday,0,November,-70.11581031342273,59.34169634875795,42.846251124021585,BSNL,Excellent,Medium,Moderate
2025-11-10,Karnataka,Mysuru,Kuvempunagar,TWR_1107,4G,Monday,0,November,-77.58506950138162,50.60735470177647,58.27919086931878,Jio,Excellent,Medium,High Speed
2025-11-10,Karnataka,Mysuru,Kuvempunagar,TWR_1107,4G,Monday,0,November,-73.90185789424044,50.73384937975608,43.18821392398961,Vi,Excellent,Medium,Moderate
2025-11-10,Maharashtra,Mumbai,Andheri,TWR_1181,4G,Monday,0,November,-69.24767026899984,54.84157447661614,72.2677381431512,Airtel,Excellent,Medium,High Speed
2025-11-10,Maharashtra,Mumbai,Andheri,TWR_1181,4G,Monday,0,November,-67.03327833436754,45.64572669665492,66.5532372148918,BSNL,Excellent,Medium,High Speed
2025-11-10,Maharashtra,Mumbai,Andheri,TWR_1181,4G,Monday,0,November,-75.69751685866085,64.06338910179551,52.75388471960104,Jio,Excellent,High (Poor),High Speed
2025-11-10,Maharashtra,Mumbai,Andheri,TWR_1181,4G,Monday,0,November,-74.38729334762408,57.0479090993152,64.35205946215716,Vi,Excellent,Medium,High Speed
2025-11-10,Maharashtra,Mumbai,Bandra,TWR_1182,4G,Monday,0,November,-74.39644621525517,52.41448451768956,10.135010944579435,Airtel,Excellent,Medium,Low Speed
2025-11-10,Maharashtra,Mumbai,Bandra,TWR_1182,4G,Monday,0,November,-81.51471374320994,65.91815320803966,9.953438584120802,BSNL,Good,High (Poor),Low Speed
2025-11-10,Maharashtra,Mumbai,Bandra,TWR_1182,4G,Monday,0,November,-80.55866088763557,60.49038458081473,7.9215240864509076,Jio,Good,High (Poor),Low Speed
2025-11-10,Maharashtra,Mumbai,Bandra,TWR_1182,4G,Monday,0,November,-77.63645047824038,48.80858249016718,10.327673026006735,Vi,Excellent,Medium,Low Speed
2025-11-10,Maharashtra,Nagpur,Dharampeth,TWR_1211,4G,Monday,0,November,-87.48038476004136,30.871250821586028,18.229998340852042,Airtel,Good,Medium,Low Speed
2025-11-10,Maharashtra,Nagpur,Dharampeth,TWR_1211,4G,Monday,0,November,-90.78707048131915,48.20476781950569,17.049906863782276,BSNL,Fair,Medium,Low Speed
2025-11-10,Maharashtra,Nagpur,Dharampeth,TWR_1211,4G,Monday,0,November,-90.53534803303432,46.6603444698048,20.051093144396873,Jio,Fair,Medium,Moderate
2025-11-10,Maharashtra,Nagpur,Dharampeth,TWR_1211,4G,Monday,0,November,-93.70710723161474,37.867353963246245,21.960998574480616,Vi,Fair,Medium,Moderate
2025-11-10,Maharashtra,Nagpur,Sitabuldi,TWR_1212,4G,Monday,0,November,-99.73748989588051,38.84089726643875,22.64470038841014,Airtel,Fair,Medium,Moderate
2025-11-10,Maharashtra,Nagpur,Sitabuldi,TWR_1212,4G,Monday,0,November,-96.27846621202971,52.344634469028875,19.19188445169999,BSNL,Fair,Medium,Low Speed
2025-11-10,Maharashtra,Nagpur,Sitabuldi,TWR_1212,4G,Monday,0,November,-93.84754753755197,49.48535069584805,20.928162150666655,Jio,Fair,Medium,Moderate
2025-11-10,Maharashtra,Nagpur,Sitabuldi,TWR_1212,4G,Monday,0,November,-92.31213114838957,34.88500454041367,19.832360938411433,Vi,Fair,Medium,Low Speed
2025-11-10,Maharashtra,Pune,Kothrud,TWR_1196,4G,Monday,0,November,-77.93617091120794,65.78928392834827,14.036250501150807,Airtel,Excellent,High (Poor),Low Speed
2025-11-10,Maharashtra,Pune,Kothrud,TWR_1196,4G,Monday,0,November,-80.5592178383878,68.40433621634932,15.638788793917534,BSNL,Good,High (Poor),Low Speed
2025-11-10,Maharashtra,Pune,Kothrud,TWR_1196,4G,Monday,0,November,-77.24552792836508,65.69326285111666,16.745912334861746,Jio,Excellent,High (Poor),Low Speed
2025-11-10,Maharashtra,Pune,Kothrud,TWR_1196,4G,Monday,0,November,-78.25208910673561,82.54737082970988,16.65809718205588,Vi,Excellent,High (Poor),Low Speed
2025-11-10,Maharashtra,Pune,Viman Nagar,TWR_1197,4G,Monday,0,November,-81.00792473123722,44.320572270405,62.78216132788348,Airtel,Good,Medium,High Speed
2025-11-10,Maharashtra,Pune,Viman Nagar,TWR_1197,4G,Monday,0,November,-74.42588410068494,45.992405787530416,69.35552359907489,BSNL,Excellent,Medium,High Speed
2025-11-10,Maharashtra,Pune,Viman Nagar,TWR_1197,4G,Monday,0,November,-78.64499232819799,41.0636344044094,60.978635367241615,Jio,Excellent,Medium,High Speed
2025-11-10,Maharashtra,Pune,Viman Nagar,TWR_1197,4G,Monday,0,November,-82.60710576412778,42.26408310743739,59.825695264495934,Vi,Good,Medium,High Speed
2025-11-10,Tamil Nadu,Chennai,Adyar,TWR_1136,4G,Monday,0,November,-76.05791927441604,23.846316783822868,22.613603317924976,Airtel,Excellent,Low (Optimal),Moderate
2025-11-10,Tamil Nadu,Chennai,Adyar,TWR_1136,4G,Monday,0,November,-78.60718461194256,30.573716600854755,30.647537789138987,BSNL,Excellent,Medium,Moderate
2025-11-10,Tamil Nadu,Chennai,Adyar,TWR_1136,4G,Monday,0,November,-82.72295189872885,21.10568524367611,22.16790209203005,Jio,Good,Low (Optimal),Moderate
2025-11-10,Tamil Nadu,Chennai,Adyar,TWR_1136,4G,Monday,0,November,-78.95794894356669,17.42492747301374,30.154737026937354,Vi,Excellent,Low (Optimal),Moderate
2025-11-10,Tamil Nadu,Chennai,Anna Nagar,TWR_1137,4G,Monday,0,November,-71.96905676043882,57.74594881514116,26.420259368280828,Airtel,Excellent,Medium,Moderate
2025-11-10,Tamil Nadu,Chennai,Anna Nagar,TWR_1137,4G,Monday,0,November,-79.12730039065619,69.30984789296667,23.433638086468303,BSNL,Excellent,High (Poor),Moderate
2025-11-10,Tamil Nadu,Chennai,Anna Nagar,TWR_1137,4G,Monday,0,November,-78.71121237132162,65.1469901079409,22.19156202072969,Jio,Excellent,High (Poor),Moderate
2025-11-10,Tamil Nadu,Chennai,Anna Nagar,TWR_1137,4G,Monday,0,November,-76.88125043160288,60.55085453090783,24.857064905714378,Vi,Excellent,High (Poor),Moderate
2025-11-10,Tamil Nadu,Coimbatore,Gandhipuram,TWR_1152,5G,Monday,0,November,-84.50359258351864,53.46359559443122,22.71823233052029,Airtel,Good,Medium,Moderate
2025-11-10,Tamil Nadu,Coimbatore,Gandhipuram,TWR_1152,5G,Monday,0,November,-83.87423346393923,41.81703601017864,26.624752481022764,BSNL,Good,Medium,Moderate
2025-11-10,Tamil Nadu,Coimbatore,Gandhipuram,TWR_1152,5G,Monday,0,November,-88.72432872173613,38.12643491037176,20.269880334470294,Jio,Good,Medium,Moderate
2025-11-10,Tamil Nadu,Coimbatore,Gandhipuram,TWR_1152,5G,Monday,0,November,-88.2180496965375,47.059933060858995,22.78936822339023,Vi,Good,Medium,Moderate
2025-11-10,Tamil Nadu,Coimbatore,RS Puram,TWR_1151,4G,Monday,0,November,-98.46082176834196,51.87073687182591,54.08989068936241,Airtel,Fair,Medium,High Speed
2025-11-10,Tamil Nadu,Coimbatore,RS Puram,TWR_1151,4G,Monday,0,November,-101.21209064903941,42.7055923845794,72.14206740378347,BSNL,Poor,Medium,High Speed
2025-11-10,Tamil Nadu,Coimbatore,RS Puram,TWR_1151,4G,Monday,0,November,-102.64389193796642,45.24072128949683,61.66741101902961,Jio,Poor,Medium,High Speed
2025-11-10,Tamil Nadu,Coimbatore,RS Puram,TWR_1151,4G,Monday,0,November,-99.9057717785721,46.943854252440794,62.85223184582254,Vi,Fair,Medium,High Speed
2025-11-10,Tamil Nadu,Madurai,K.Pudur,TWR_1166,4G,Monday,0,November,-95.9020509983695,33.65714829242087,52.49752898157038,Airtel,Fair,Medium,High Speed
2025-11-10,Tamil Nadu,Madurai,K.Pudur,TWR_1166,4G,Monday,0,November,-101.77619173981373,34.9234544561452,39.96514075247785,BSNL,Poor,Medium,Moderate
2025-11-10,Tamil Nadu,Madurai,K.Pudur,TWR_1166,4G,Monday,0,November,-99.58534528557834,32.99853723301017,56.3634504960569,Jio,Fair,Medium,High Speed
2025-11-10,Tamil Nadu,Madurai,K.Pudur,TWR_1166,4G,Monday,0,November,-95.05271434664596,44.1863963944912,39.39110501751705,Vi,Fair,Medium,Moderate
2025-11-10,Tamil Nadu,Madurai,Sellur,TWR_1167,4G,Monday,0,November,-76.33853644539829,57.51246260222623,12.632641191582776,Airtel,Excellent,Medium,Low Speed
2025-11-10,Tamil Nadu,Madurai,Sellur,TWR_1167,4G,Monday,0,November,-82.71422639213868,55.267200798606225,17.77818485279371,BSNL,Good,Medium,Low Speed
2025-11-10,Tamil Nadu,Madurai,Sellur,TWR_1167,4G,Monday,0,November,-76.59344622188893,57.43336271092081,12.252051152338547,Jio,Excellent,Medium,Low Speed
2025-11-10,Tamil Nadu,Madurai,Sellur,TWR_1167,4G,Monday,0,November,-75.80307070974494,68.50953208450304,14.632845243101206,Vi,Excellent,High (Poor),Low Speed
2025-11-10,Telangana,Hyderabad,Gachibowli,TWR_1046,4G,Monday,0,November,-76.97861572199608,33.44359421238775,43.04936101415738,Airtel,Excellent,Medium,Moderate
2025-11-10,Telangana,Hyderabad,Gachibowli,TWR_1046,4G,Monday,0,November,-72.94697955266028,28.843108842926327,57.40392241131329,BSNL,Excellent,Low (Optimal),High Speed
2025-11-10,Telangana,Hyderabad,Gachibowli,TWR_1046,4G,Monday,0,November,-78.30048684102172,25.520716676058655,58.72392216538336,Jio,Excellent,Low (Optimal),High Speed
2025-11-10,Telangana,Hyderabad,Gachibowli,TWR_1046,4G,Monday,0,November,-72.58308065482443,34.034743072954335,44.67269325357155,Vi,Excellent,Medium,Moderate
2025-11-10,Telangana,Hyderabad,Uppal,TWR_1047,4G,Monday,0,November,-84.418729920216,27.27101031793368,73.8745533019084,Airtel,Good,Low (Optimal),High Speed
2025-11-10,Telangana,Hyderabad,Uppal,TWR_1047,4G,Monday,0,November,-91.95806385961725,33.66211245567736,64.20157260534238,BSNL,Fair,Medium,High Speed
2025-11-10,Telangana,Hyderabad,Uppal,TWR_1047,4G,Monday,0,November,-88.98008162113399,36.285223991668175,76.13966645729184,Jio,Good,Medium,High Speed
2025-11-10,Telangana,Hyderabad,Uppal,TWR_1047,4G,Monday,0,November,-92.11110184874403,29.115591088576572,58.799956989647455,Vi,Fair,Low (Optimal),High Speed
2025-11-10,Telangana,Nizamabad,Kanteshwar,TWR_1076,4G,Monday,0,November,-83.04205630367656,36.79243954722634,60.65540094198285,Airtel,Good,Medium,High Speed
2025-11-10,Telangana,Nizamabad,Kanteshwar,TWR_1076,4G,Monday,0,November,-83.95106243931959,39.098379615255766,75.84279746805238,BSNL,Good,Medium,High Speed
2025-11-10,Telangana,Nizamabad,Kanteshwar,TWR_1076,4G,Monday,0,November,-84.03564278041954,31.132177443469104,75.99333084144665,Jio,Good,Medium,High Speed
2025-11-10,Telangana,Nizamabad,Kanteshwar,TWR_1076,4G,Monday,0,November,-80.4128692926378,24.62732984064651,60.02661262281734,Vi,Good,Low (Optimal),High Speed
2025-11-10,Telangana,Nizamabad,Vinayak Nagar,TWR_1077,5G,Monday,0,November,-69.5674087118432,51.02450325356689,77.44962609788736,Airtel,Excellent,Medium,High Speed
2025-11-10,Telangana,Nizamabad,Vinayak Nagar,TWR_1077,5G,Monday,0,November,-69.69695888624358,37.97627800675529,65.2255431844104,BSNL,Excellent,Medium,High Speed
2025-11-10,Telangana,Nizamabad,Vinayak Nagar,TWR_1077,5G,Monday,0,November,-75.63830711286401,37.063387898015094,64.21222261523398,Jio,Excellent,Medium,High Speed
2025-11-10,Telangana,Nizamabad,Vinayak Nagar,TWR_1077,5G,Monday,0,November,-75.99193756188632,40.26589690217897,59.627032238969576,Vi,Excellent,Medium,High Speed
2025-11-10,Telangana,Warangal,Hanumakonda,TWR_1061,4G,Monday,0,November,-91.44132911700804,41.710787140810815,11.540265201039473,Airtel,Fair,Medium,Low Speed
2025-11-10,Telangana,Warangal,Hanumakonda,TWR_1061,4G,Monday,0,November,-85.66826115985639,48.85822167852564,14.723435744818898,BSNL,Good,Medium,Low Speed
2025-11-10,Telangana,Warangal,Hanumakonda,TWR_1061,4G,Monday,0,November,-93.22124567339623,48.032889673278554,11.923376816284726,Jio,Fair,Medium,Low Speed
2025-11-10,Telangana,Warangal,Hanumakonda,TWR_1061,4G,Monday,0,November,-90.42964018421392,51.65646104795276,15.641260914979043,Vi,Fair,Medium,Low Speed
2025-11-10,Telangana,Warangal,Kazipet,TWR_1062,4G,Monday,0,November,-95.6834805786773,26.812651637754804,11.71930978514335,Airtel,Fair,Low (Optimal),Low Speed
2025-11-10,Telangana,Warangal,Kazipet,TWR_1062,4G,Monday,0,November,-93.17498661518218,29.229384611052875,13.508715939244446,BSNL,Fair,Low (Optimal),Low Speed
2025-11-10,Telangana,Warangal,Kazipet,TWR_1062,4G,Monday,0,November,-94.55157745721925,21.268573648847145,9.815468194664735,Jio,Fair,Low (Optimal),Low Speed
2025-11-10,Telangana,Warangal,Kazipet,TWR_1062,4G,Monday,0,November,-89.89109492397833,26.88882139419591,9.289031073677792,Vi,Good,Low (Optimal),Low Speed
2025-11-11,Andhra Pradesh,Guntur,Arundalpet,TWR_1033,5G,Tuesday,0,November,-69.98627948595457,78.27864975941755,28.429525556402872,Airtel,Excellent,High (Poor),Moderate
2025-11-11,Andhra Pradesh,Guntur,Arundalpet,TWR_1033,5G,Tuesday,0,November,-74.15491986991587,74.86257148508109,23.90101356769796,BSNL,Excellent,High (Poor),Moderate
2025-11-11,Andhra Pradesh,Guntur,Arundalpet,TWR_1033,5G,Tuesday,0,November,-72.49902417914019,75.47929900226771,25.688447729965922,Jio,Excellent,High (Poor),Moderate
2025-11-11,Andhra Pradesh,Guntur,Arundalpet,TWR_1033,5G,Tuesday,0,November,-76.39836657927577,71.3463000013607,27.273762798157843,Vi,Excellent,High (Poor),Moderate
2025-11-11,Andhra Pradesh,Guntur,Brodipet,TWR_1031,4G,Tuesday,0,November,-68.54064927228015,35.15437394730186,77.03403252334087,Airtel,Excellent,Medium,High Speed
2025-11-11,Andhra Pradesh,Guntur,Brodipet,TWR_1031,4G,Tuesday,0,November,-70.48291946328406,23.642739564567453,63.8904883597255,BSNL,Excellent,Low (Optimal),High Speed
2025-11-11,Andhra Pradesh,Guntur,Brodipet,TWR_1031,4G,Tuesday,0,November,-66.74334568046434,23.691068510180806,76.33685879451015,Jio,Excellent,Low (Optimal),High Speed
2025-11-11,Andhra Pradesh,Guntur,Brodipet,TWR_1031,4G,Tuesday,0,November,-67.50269032355529,31.302370056260052,68.02525444143122,Vi,Excellent,Medium,High Speed
2025-11-11,Andhra Pradesh,Guntur,Brodipet,TWR_1032,4G,Tuesday,0,November,-92.76718788454498,60.46988629032374,59.35076851460697,Airtel,Fair,High (Poor),High Speed
2025-11-11,Andhra Pradesh,Guntur,Brodipet,TWR_1032,4G,Tuesday,0,November,-89.52657031657196,54.622915842252304,66.72042600472675,BSNL,Good,Medium,High Speed
2025-11-11,Andhra Pradesh,Guntur,Brodipet,TWR_1032,4G,Tuesday,0,November,-83.02920007127982,55.26708765867152,76.48365453596924,Jio,Good,Medium,High Speed
