Network_type,Operator,State,Signal_strength_dBm,No_of_Issues_Resolved,Plan_Type,Months_Active,Latency_Score,Customer_Churn
5G,Jio,Madhya Pradesh,-83.26,0,3 Months Plan,9,29.094652068648795,0
4G,Jio,Gujarat,-88.77,0,3 Months Plan,35,44.84030629762493,0
4G,Jio,Kerala,-103.14,0,Yearly Plan,40,67.25025977404322,0
5G,Jio,Rajasthan,-117.46,7,Monthly Plan,32,92.10473265169472,1
4G,Jio,Karnataka,-81.92,2,Yearly Plan,89,30.05300014498955,0
4G,Jio,Delhi,-102.78,0,3 Months Plan,75,66.61393543036276,0
5G,Jio,Tamil Nadu,-81.51,6,Monthly Plan,100,25.8477250850931,0
4G,Jio,Telangana,-95.85,7,Yearly Plan,62,54.21615318903618,0
5G,Jio,Karnataka,-94.57,13,Monthly Plan,110,50.94997192380425,0
5G,Jio,Delhi,-108.64,14,3 Months Plan,2,76.41967791597706,1
5G,Jio,Uttar Pradesh,-104.77,0,Monthly Plan,23,68.24259862308611,0
4G,Jio,Karnataka,-106.5,4,Monthly Plan,27,69.77608625061309,0
5G,Jio,Tamil Nadu,-94.24,9,Yearly Plan,65,51.41005358682335,1
4G,Jio,Uttar Pradesh,-92.8,11,Yearly Plan,55,48.67971658060621,0
4G,Jio,Kerala,-79.04,2,Yearly Plan,107,26.358664714348045,0
5G,Jio,Telangana,-112.73,9,3 Months Plan,112,82.0445081823436,1
4G,Jio,Andhra Pradesh,-109.25,8,3 Months Plan,4,79.2252905689337,1
5G,Jio,Kerala,-114.62,11,3 Months Plan,57,83.83395310084981,1
4G,Jio,Karnataka,-118.24,0,Yearly Plan,100,94.18570376385208,0
4G,Jio,Madhya Pradesh,-99.91,6,3 Months Plan,4,63.06056977954901,1
5G,Jio,Gujarat,-100.33,9,Monthly Plan,36,59.76522116507476,1
4G,Jio,Maharashtra,-81.78,0,Monthly Plan,74,28.86998513701648,0
5G,Jio,Karnataka,-75.45,7,Monthly Plan,113,12.62489417988098,0
4G,Jio,Andhra Pradesh,-110.15,1,3 Months Plan,33,78.68451002351253,0
4G,Jio,Madhya Pradesh,-102.1,7,Yearly Plan,19,65.3642405016643,1
4G,Jio,Gujarat,-84.19,0,3 Months Plan,64,35.61644214081991,0
4G,Jio,Rajasthan,-119.21,0,Yearly Plan,17,92.67659262947568,0
5G,Jio,Telangana,-74.84,2,Monthly Plan,69,12.556726602650777,0
5G,Jio,Rajasthan,-96.67,11,Yearly Plan,42,53.50239620804762,1
5G,Jio,Madhya Pradesh,-79.85,15,Monthly Plan,25,23.00116567259502,0
4G,Jio,Delhi,-105.6,4,3 Months Plan,79,72.43991733664049,1
4G,Jio,Karnataka,-116.76,4,Monthly Plan,67,93.04551369261723,0
5G,Jio,Telangana,-71.74,8,Yearly Plan,97,7.37003233778753,0
4G,Jio,Punjab,-85.08,4,Monthly Plan,115,37.05718034465021,0
5G,Jio,West Bengal,-98.24,0,Monthly Plan,112,54.02672706168601,0
4G,Jio,Tamil Nadu,-73.0,3,Monthly Plan,53,12.691040990982897,0
5G,Jio,Andhra Pradesh,-89.37,2,Monthly Plan,95,41.40063560513525,0
5G,Jio,Tamil Nadu,-116.02,7,3 Months Plan,92,89.26238551737687,1
5G,Jio,Tamil Nadu,-79.23,7,Yearly Plan,57,19.86103171985086,0
5G,Jio,Uttar Pradesh,-115.3,1,Yearly Plan,15,87.40481629008848,1
5G,Jio,Madhya Pradesh,-100.07,1,Yearly Plan,35,59.81457300383178,0
5G,Jio,Punjab,-97.49,5,3 Months Plan,43,54.31745491688699,1
5G,Jio,Madhya Pradesh,-88.82,0,Yearly Plan,99,39.305154861941546,0
5G,Jio,Kerala,-111.77,11,Monthly Plan,41,82.37364141479596,1
5G,Jio,Bihar,-82.24,11,3 Months Plan,17,27.411034933139938,0
4G,Jio,West Bengal,-112.58,2,Monthly Plan,8,86.03436917769307,1
5G,Jio,Rajasthan,-98.38,0,3 Months Plan,111,57.774245123416165,0
5G,Jio,Gujarat,-104.74,5,Yearly Plan,1,71.33358247583189,1
5G,Jio,Telangana,-70.74,0,Monthly Plan,119,7.872145172244354,0
5G,Jio,Tamil Nadu,-94.05,4,Monthly Plan,52,49.13433568947601,0
4G,Jio,Tamil Nadu,-75.04,2,Monthly Plan,56,18.396785782335165,0
4G,Jio,Punjab,-87.95,7,Monthly Plan,103,39.90588975056523,0
5G,Jio,Maharashtra,-107.59,0,Yearly Plan,30,75.54577207061163,0
5G,Jio,Gujarat,-70.38,2,Monthly Plan,51,5.008455408767083,0
5G,Jio,West Bengal,-76.87,14,3 Months Plan,89,16.769483908480396,0
4G,Jio,Maharashtra,-119.58,0,Monthly Plan,54,93.60862748329804,0
4G,Jio,Maharashtra,-113.62,8,Yearly Plan,90,83.62310420343829,1
5G,Jio,Gujarat,-107.15,1,Monthly Plan,63,74.97334244037528,0
5G,Jio,Karnataka,-87.09,6,Monthly Plan,11,38.17455245649308,0
5G,Jio,Punjab,-78.02,0,Monthly Plan,93,20.43892960761814,0
5G,Jio,Telangana,-72.27,3,3 Months Plan,81,8.93495939282344,0
4G,Jio,Uttar Pradesh,-119.05,9,Monthly Plan,115,95.73593454205836,1
4G,Jio,West Bengal,-91.98,5,Yearly Plan,26,47.63332327889964,0
5G,Jio,West Bengal,-116.29,3,Monthly Plan,29,89.10048422833987,1
5G,Jio,Karnataka,-115.38,0,3 Months Plan,32,87.96801264230689,1
4G,Jio,Andhra Pradesh,-97.6,2,3 Months Plan,82,56.2927171915547,0
4G,Jio,Rajasthan,-109.51,4,3 Months Plan,26,79.8180652413734,1
5G,Jio,Tamil Nadu,-88.54,0,3 Months Plan,84,41.01658119157299,0
4G,Jio,Punjab,-88.95,9,Yearly Plan,81,44.09743184197435,0
4G,Jio,Delhi,-80.43,2,Monthly Plan,73,29.494747965056074,0
4G,Jio,Telangana,-76.16,6,Monthly Plan,69,22.306988152576647,0
4G,Jio,Telangana,-118.43,12,3 Months Plan,23,93.20314164877362,1
4G,Jio,Rajasthan,-95.21,0,3 Months Plan,19,52.997256223044,0
4G,Jio,West Bengal,-90.76,1,Yearly Plan,48,43.78560722688,0
5G,Jio,Gujarat,-116.27,8,3 Months Plan,27,89.80111562313975,1
5G,Jio,Uttar Pradesh,-77.75,7,Yearly Plan,82,17.008207849302664,0
5G,Jio,Uttar Pradesh,-71.85,5,Yearly Plan,106,8.52745678158423,0
5G,Jio,Uttar Pradesh,-100.09,6,3 Months Plan,57,60.62639096505713,1
5G,Jio,Gujarat,-94.3,0,Yearly Plan,78,51.12183571905605,0
5G,Jio,Bihar,-89.91,10,3 Months Plan,11,41.71418732093438,0
5G,Jio,Uttar Pradesh,-105.71,2,Monthly Plan,63,70.14349613764168,0
5G,Jio,Telangana,-117.59,10,Monthly Plan,46,90.68806992086084,1
4G,Jio,Maharashtra,-116.23,15,Monthly Plan,110,91.3859161648246,1
4G,Jio,Rajasthan,-90.28,11,Monthly Plan,28,44.90491198517303,0
4G,Jio,Delhi,-113.41,4,Monthly Plan,11,84.6295481998939,0
5G,Jio,Bihar,-117.2,0,3 Months Plan,44,93.4309764662603,0
4G,Jio,Maharashtra,-113.3,1,3 Months Plan,36,86.1517360569759,0
4G,Jio,Maharashtra,-119.16,0,Monthly Plan,82,92.4512440967609,0
4G,Jio,Madhya Pradesh,-94.26,5,Yearly Plan,60,53.65367070467836,1
5G,Jio,Telangana,-104.31,11,3 Months Plan,78,66.62210295713996,1
4G,Jio,Andhra Pradesh,-106.53,15,Yearly Plan,61,72.16040016403117,1
5G,Jio,Uttar Pradesh,-86.77,7,Yearly Plan,98,36.81327463084447,0
4G,Jio,Kerala,-89.13,9,Yearly Plan,16,43.53115082439631,0
4G,Jio,Maharashtra,-95.58,0,3 Months Plan,13,51.863828050718894,0
4G,Jio,Andhra Pradesh,-73.29,5,3 Months Plan,33,17.53560252565938,0
5G,Jio,Rajasthan,-76.92,6,3 Months Plan,30,15.312695616216503,0
5G,Jio,Uttar Pradesh,-88.03,1,3 Months Plan,56,37.34704237956321,0
5G,Jio,Karnataka,-99.53,0,Monthly Plan,93,58.18927838643136,0
5G,Jio,Madhya Pradesh,-83.24,9,Monthly Plan,87,31.505062058093287,0
4G,Jio,Punjab,-97.51,10,Yearly Plan,14,56.83540781258787,0
4G,Jio,Delhi,-79.28,2,Monthly Plan,12,23.81227829462426,0
5G,Jio,Kerala,-97.69,14,Monthly Plan,48,55.7618038901922,0
5G,Jio,Madhya Pradesh,-89.84,2,Monthly Plan,102,41.95225406797002,0
4G,Jio,Punjab,-103.08,3,3 Months Plan,75,67.05210651697416,0
5G,Jio,Tamil Nadu,-111.8,1,Monthly Plan,51,81.54370081373231,0
5G,Jio,Uttar Pradesh,-94.1,13,Monthly Plan,112,50.34872142621622,0
5G,Jio,Punjab,-76.62,0,Yearly Plan,84,20.20676434904222,0
5G,Jio,Maharashtra,-94.88,5,Monthly Plan,62,50.991152573384,0
4G,Jio,Tamil Nadu,-110.6,7,Monthly Plan,63,78.69763304198273,1
4G,Jio,Telangana,-71.65,6,3 Months Plan,74,11.741498908376965,0
4G,Jio,Tamil Nadu,-90.89,9,Yearly Plan,38,47.24077340846353,0
4G,Jio,Maharashtra,-108.85,2,Yearly Plan,93,78.19592021590353,0
5G,Jio,Bihar,-98.3,3,Monthly Plan,11,57.65305244802925,0
4G,Jio,Uttar Pradesh,-90.85,11,Yearly Plan,2,47.05751344532423,1
5G,Jio,Telangana,-83.66,4,Yearly Plan,87,30.10922971982522,0
4G,Jio,Uttar Pradesh,-110.34,8,Monthly Plan,4,79.33249736675978,1
4G,Jio,Bihar,-115.14,9,Yearly Plan,116,88.56779542775816,1
4G,Jio,Bihar,-93.93,0,3 Months Plan,13,51.89156038710858,0
5G,Jio,Tamil Nadu,-99.03,7,3 Months Plan,27,57.41915964010826,0
5G,Jio,Kerala,-100.68,0,Monthly Plan,83,63.01122615716657,0
5G,Jio,West Bengal,-118.7,0,Monthly Plan,113,93.76460349734664,0
5G,Jio,Bihar,-102.22,3,Monthly Plan,100,62.77800605316174,0
4G,Jio,Bihar,-78.37,5,Monthly Plan,60,27.00351702602093,0
5G,Jio,Andhra Pradesh,-73.8,6,Yearly Plan,87,9.842785373239348,0
5G,Jio,Rajasthan,-74.36,0,Yearly Plan,66,11.57485502255591,0
4G,Jio,West Bengal,-90.87,5,Monthly Plan,117,44.68694529550813,0
4G,Jio,Tamil Nadu,-94.99,11,3 Months Plan,41,50.97409852020272,0
5G,Jio,Andhra Pradesh,-82.88,9,Yearly Plan,111,30.96135069794485,0
4G,Jio,Maharashtra,-94.42,10,Yearly Plan,107,50.12631498740552,0
4G,Jio,Bihar,-72.14,7,Monthly Plan,87,13.508469687871738,0
4G,Jio,Karnataka,-98.02,3,3 Months Plan,24,57.004618744015104,0
4G,Jio,Delhi,-70.01,4,Monthly Plan,22,10.254476015657582,0
5G,Jio,Rajasthan,-107.89,0,Yearly Plan,46,75.78865871156117,0
5G,Jio,West Bengal,-119.41,5,Monthly Plan,46,96.11202518409893,1
5G,Jio,Gujarat,-75.06,1,Yearly Plan,11,15.8984402651634,0
5G,Jio,Kerala,-88.65,8,3 Months Plan,8,38.19940992269721,0
5G,Jio,West Bengal,-81.63,8,3 Months Plan,19,25.70142432600999,0
4G,Jio,Madhya Pradesh,-98.18,3,Yearly Plan,83,61.08223918477789,1
5G,Jio,Telangana,-96.45,7,Yearly Plan,113,51.27700413257109,0
4G,Jio,Kerala,-117.76,11,3 Months Plan,51,93.64336816509012,1
5G,Jio,Tamil Nadu,-91.73,2,3 Months Plan,80,42.79517968723725,0
5G,Jio,Andhra Pradesh,-79.85,9,3 Months Plan,107,19.742726424890886,0
4G,Jio,Gujarat,-100.48,0,Yearly Plan,52,62.38194913702267,0
4G,Jio,Kerala,-86.77,7,Yearly Plan,64,41.283082693115134,0
5G,Jio,Gujarat,-118.93,11,Yearly Plan,117,92.06087462720204,1
5G,Jio,Maharashtra,-105.54,10,3 Months Plan,60,70.81670240265287,1
5G,Jio,Rajasthan,-75.0,10,Monthly Plan,43,13.70555279171399,0
5G,Jio,Punjab,-90.56,4,Yearly Plan,59,45.55865493756808,0
4G,Jio,Tamil Nadu,-88.77,0,Yearly Plan,89,39.92198699374831,0
5G,Jio,Bihar,-92.82,3,Yearly Plan,33,46.486502581094776,0
5G,Jio,Rajasthan,-97.52,10,Yearly Plan,45,55.71272175617066,0
4G,Jio,Kerala,-95.74,12,3 Months Plan,106,56.02492866698488,1
5G,Jio,Delhi,-115.0,1,Yearly Plan,9,85.06617723117185,0
5G,Jio,West Bengal,-101.79,12,Monthly Plan,67,60.706069741822446,0
4G,Jio,Uttar Pradesh,-71.48,8,Monthly Plan,114,13.368094328357117,0
4G,Jio,Delhi,-72.88,6,Yearly Plan,8,17.947577189225882,0
4G,Jio,Delhi,-79.07,11,Monthly Plan,40,24.067750335334026,0
4G,Jio,Gujarat,-91.73,4,3 Months Plan,81,44.804616430137024,0
4G,Jio,Telangana,-74.8,0,Yearly Plan,99,18.56723673868396,0
4G,Jio,Kerala,-78.19,9,Monthly Plan,74,26.861476555711427,0
4G,Jio,Bihar,-98.32,4,3 Months Plan,96,55.33347614322584,0
5G,Jio,Andhra Pradesh,-89.65,12,Yearly Plan,23,39.169453606451846,1
5G,Jio,Madhya Pradesh,-81.68,14,Monthly Plan,89,28.51740194276861,0
5G,Jio,Kerala,-103.13,5,Yearly Plan,103,64.97892277087975,0
4G,Jio,Gujarat,-113.02,3,Yearly Plan,112,83.20786097645187,0
4G,Jio,Karnataka,-101.92,7,3 Months Plan,70,64.07589437449161,1
4G,Jio,Bihar,-79.1,7,Yearly Plan,79,27.664996643565605,0
4G,Jio,Gujarat,-79.23,11,3 Months Plan,32,23.712464338642352,0
4G,Jio,Telangana,-108.58,11,Yearly Plan,85,79.32684980119532,1
5G,Jio,Andhra Pradesh,-119.49,2,3 Months Plan,58,94.97326315382028,1
4G,Jio,Kerala,-113.67,13,3 Months Plan,119,82.7035118112521,1
4G,Jio,Madhya Pradesh,-119.69,4,Monthly Plan,8,95.1009456096383,1
4G,Jio,Maharashtra,-83.02,3,Monthly Plan,51,32.50923849428248,0
5G,Jio,Madhya Pradesh,-114.32,12,Yearly Plan,26,86.71745160464867,1
5G,Jio,Punjab,-117.01,2,Yearly Plan,110,87.84310940046781,0
5G,Jio,Madhya Pradesh,-98.3,3,Monthly Plan,110,56.52553738652433,0
5G,Jio,Gujarat,-83.37,5,Monthly Plan,35,28.971136701452902,0
4G,Jio,Kerala,-100.43,11,3 Months Plan,59,60.47377135497889,1
5G,Jio,Karnataka,-71.29,8,Yearly Plan,50,6.8552877567016735,0
4G,Jio,Gujarat,-112.62,2,3 Months Plan,99,83.85798926748511,1
4G,Jio,Maharashtra,-85.72,12,3 Months Plan,71,37.74664322966244,1
4G,Jio,Punjab,-85.84,3,3 Months Plan,5,36.71494578185112,0
4G,Jio,Tamil Nadu,-71.89,9,Monthly Plan,83,12.7085226138391,0
5G,Jio,Gujarat,-75.75,7,3 Months Plan,113,13.464509935714124,0
4G,Jio,Telangana,-101.42,1,Monthly Plan,49,64.38629300777919,0
5G,Jio,West Bengal,-89.66,0,3 Months Plan,104,41.79464689679679,0
4G,Jio,Madhya Pradesh,-112.97,5,3 Months Plan,15,80.87153635782565,1
5G,Jio,West Bengal,-74.5,12,Yearly Plan,99,16.164797979186574,0
4G,Jio,Andhra Pradesh,-117.3,5,3 Months Plan,73,91.2996069778413,1
5G,Jio,Bihar,-116.41,2,Yearly Plan,103,89.06624949912828,0
5G,Jio,West Bengal,-106.35,0,Yearly Plan,31,71.95450967643738,1
4G,Jio,Kerala,-93.85,0,Yearly Plan,17,50.18043608053306,0
5G,Jio,Bihar,-75.65,11,3 Months Plan,21,16.704050630240445,1
5G,Jio,Telangana,-71.05,0,3 Months Plan,54,5.14993809711006,0
5G,Jio,Uttar Pradesh,-105.81,8,Yearly Plan,43,67.65028389005772,1
4G,Jio,West Bengal,-83.56,6,Yearly Plan,72,34.026597820719765,0
5G,Jio,West Bengal,-79.16,11,Monthly Plan,84,19.4242805593262,0
4G,Jio,Gujarat,-94.18,6,Monthly Plan,106,49.60000506153914,0
4G,Jio,Madhya Pradesh,-114.44,5,Monthly Plan,36,87.7627958906868,1
4G,Jio,Rajasthan,-93.09,6,Yearly Plan,20,48.88178903555381,1
4G,Jio,Andhra Pradesh,-93.81,5,3 Months Plan,18,54.087219623448135,1
4G,Jio,Bihar,-82.95,11,3 Months Plan,97,29.68858805966087,0
4G,Jio,Rajasthan,-96.23,1,Yearly Plan,60,56.80013259448376,0
5G,Jio,Uttar Pradesh,-87.75,2,Monthly Plan,8,38.19556093972504,0
4G,Jio,Bihar,-117.44,4,Yearly Plan,103,93.56735853070796,1
5G,Jio,Tamil Nadu,-99.63,0,Monthly Plan,3,59.98546096244043,0
4G,Jio,Tamil Nadu,-106.02,9,Yearly Plan,95,71.84309500807345,1
4G,Jio,Delhi,-117.92,3,Yearly Plan,114,93.04564479747415,1
5G,Jio,Kerala,-117.33,0,3 Months Plan,49,90.01419155991641,0
4G,Jio,Andhra Pradesh,-98.28,11,Monthly Plan,48,57.9309907320616,1
5G,Jio,Bihar,-79.01,2,3 Months Plan,3,22.23515275590473,0
5G,Jio,Uttar Pradesh,-77.0,7,Yearly Plan,10,19.087835564212067,0
4G,Jio,Telangana,-84.15,0,Yearly Plan,46,35.81604059642775,0
4G,Jio,Madhya Pradesh,-107.99,11,3 Months Plan,9,77.22675088299285,1
4G,Jio,Tamil Nadu,-107.18,10,Monthly Plan,49,73.60786548752249,1
4G,Jio,Maharashtra,-92.05,0,Monthly Plan,76,47.08098548720792,0
5G,Jio,Andhra Pradesh,-71.57,3,Yearly Plan,12,8.758870274755575,0
5G,Jio,Karnataka,-93.75,8,Monthly Plan,100,49.62866224865392,0
4G,Jio,Madhya Pradesh,-109.66,7,3 Months Plan,23,77.55998341369131,1
4G,Jio,Gujarat,-77.31,3,Yearly Plan,65,23.679346353530267,0
4G,Jio,Bihar,-74.03,8,Monthly Plan,33,18.479861475092584,0
5G,Jio,Rajasthan,-99.29,10,Yearly Plan,36,60.8382317960392,1
5G,Jio,Delhi,-87.41,5,Yearly Plan,41,35.99040247088257,0
5G,Jio,Karnataka,-111.47,8,Yearly Plan,1,81.07101176053007,1
4G,Jio,Delhi,-102.12,7,Monthly Plan,43,63.76056678272548,1
4G,Jio,Telangana,-93.58,12,3 Months Plan,93,50.17905558769628,0
4G,Jio,Punjab,-76.03,0,Monthly Plan,18,20.34578696624226,0
5G,Jio,Gujarat,-106.33,0,3 Months Plan,35,68.57587629650995,0
5G,Jio,Telangana,-71.81,0,3 Months Plan,84,8.12272388849847,0
5G,Jio,Punjab,-119.61,9,3 Months Plan,24,92.59131098225788,1
4G,Jio,Telangana,-90.73,0,3 Months Plan,120,47.81750474897099,0
4G,Jio,Delhi,-87.56,10,3 Months Plan,54,41.133397062516345,1
4G,Jio,Andhra Pradesh,-120.0,6,Monthly Plan,71,94.58093476663976,1
5G,Jio,Karnataka,-76.83,3,3 Months Plan,73,14.440080570455882,0
4G,Jio,Gujarat,-80.25,6,Monthly Plan,57,25.927103132042024,0
5G,Jio,Uttar Pradesh,-78.04,11,Yearly Plan,31,22.184202763798915,0
4G,Jio,Tamil Nadu,-77.29,11,Monthly Plan,8,25.5313068434418,0
4G,Jio,Punjab,-110.72,10,3 Months Plan,70,81.33629324492024,1
5G,Jio,Tamil Nadu,-110.16,0,3 Months Plan,77,79.99082113212073,0
4G,Jio,Uttar Pradesh,-73.54,1,Yearly Plan,55,17.023607836584397,0
4G,Jio,Tamil Nadu,-78.18,8,Monthly Plan,77,22.91636454776492,0
5G,Jio,Uttar Pradesh,-87.22,0,3 Months Plan,88,35.51173845447423,0
4G,Jio,Kerala,-94.27,0,Monthly Plan,31,51.14062977932301,0
5G,Jio,Delhi,-92.48,6,Yearly Plan,82,43.71836381988175,0
5G,Jio,Andhra Pradesh,-119.37,6,3 Months Plan,34,94.7177954355626,1
4G,Jio,Tamil Nadu,-100.91,8,Monthly Plan,60,62.75679588448493,0
5G,Jio,Telangana,-79.68,10,Monthly Plan,95,23.35859471355584,0
5G,Jio,Maharashtra,-77.51,2,Monthly Plan,38,15.581997392384972,0
4G,Jio,Uttar Pradesh,-104.91,3,3 Months Plan,90,71.91620390547803,1
4G,Jio,Rajasthan,-86.33,11,3 Months Plan,26,36.89779195693479,1
4G,Jio,Andhra Pradesh,-101.63,3,3 Months Plan,88,64.40859950852573,0
5G,Jio,Telangana,-83.62,0,3 Months Plan,64,29.00847694529256,0
4G,Jio,Telangana,-101.03,10,3 Months Plan,13,63.47164059443683,1
5G,Jio,Madhya Pradesh,-79.01,3,3 Months Plan,34,20.898793372602416,0
4G,Jio,Delhi,-76.65,5,Yearly Plan,63,23.13330605964116,0
5G,Jio,Delhi,-82.56,8,Yearly Plan,25,27.917899687270488,0
5G,Jio,Telangana,-113.47,3,Yearly Plan,58,83.85944185628782,1
4G,Jio,West Bengal,-87.71,4,Yearly Plan,33,38.55711666670928,0
5G,Jio,Gujarat,-77.81,12,Yearly Plan,101,20.54276767789931,0
4G,Jio,West Bengal,-102.8,4,3 Months Plan,4,66.58393962476129,1
4G,Jio,Madhya Pradesh,-73.47,5,3 Months Plan,88,16.51703850699328,0
4G,Jio,Maharashtra,-96.21,5,3 Months Plan,83,56.15273700306186,0
5G,Jio,Kerala,-101.06,2,3 Months Plan,102,62.81588064575301,0
4G,Jio,Bihar,-104.73,11,3 Months Plan,21,67.17638879006364,1
4G,Jio,Punjab,-79.45,0,Monthly Plan,101,27.80232395092746,0
4G,Jio,Madhya Pradesh,-89.78,3,3 Months Plan,46,43.422549324124766,0
4G,Jio,Gujarat,-77.87,4,Yearly Plan,108,26.13887723957825,0
4G,Jio,Madhya Pradesh,-74.14,0,Yearly Plan,103,18.002105060023194,0
5G,Jio,West Bengal,-86.7,1,3 Months Plan,60,33.08525472896059,0
5G,Jio,Maharashtra,-105.74,11,Yearly Plan,2,69.66805626130117,1
5G,Jio,Punjab,-98.35,12,Yearly Plan,26,55.77622336907949,0
5G,Jio,Telangana,-91.16,8,Yearly Plan,25,44.80540241242387,1
5G,Jio,Rajasthan,-111.48,1,Yearly Plan,93,78.48208144763804,0
4G,Jio,Tamil Nadu,-97.34,0,Monthly Plan,48,59.33605383107359,0
4G,Jio,Punjab,-78.15,9,Monthly Plan,117,21.896769788535973,0
4G,Jio,Uttar Pradesh,-70.47,8,Monthly Plan,52,12.92106613042267,0
4G,Jio,Bihar,-71.98,8,Yearly Plan,36,13.098781265296926,0
5G,Jio,Kerala,-77.15,2,Monthly Plan,30,17.281190412924342,0
5G,Jio,Karnataka,-70.91,8,Yearly Plan,28,7.674470727427781,0
5G,Jio,Rajasthan,-94.8,13,3 Months Plan,95,52.42905904911983,0
4G,Jio,West Bengal,-93.9,10,3 Months Plan,43,52.40403988150915,1
5G,Jio,Telangana,-107.66,5,Yearly Plan,101,73.23208656383473,0
5G,Jio,Telangana,-94.73,4,Monthly Plan,88,49.175364716096034,0
5G,Jio,West Bengal,-74.02,10,Monthly Plan,42,10.78860654882127,0
5G,Jio,Tamil Nadu,-87.17,1,Monthly Plan,74,37.57399740699709,0
4G,Jio,Andhra Pradesh,-104.07,11,Monthly Plan,75,71.79308366270885,1
5G,Jio,Tamil Nadu,-106.1,0,Yearly Plan,100,71.17547426975925,0
5G,Jio,Uttar Pradesh,-90.48,9,3 Months Plan,95,39.72435444894984,0
5G,Jio,Andhra Pradesh,-97.78,6,Monthly Plan,55,55.12456788653661,0
5G,Jio,Karnataka,-103.33,8,Yearly Plan,22,67.04086791358696,1
4G,Jio,Tamil Nadu,-106.43,3,3 Months Plan,57,73.39358579703318,1
5G,Jio,West Bengal,-102.56,12,3 Months Plan,7,63.9807406299593,1
4G,Jio,Punjab,-81.69,14,Monthly Plan,83,29.683789232663315,0
5G,Jio,Maharashtra,-108.11,3,Yearly Plan,81,75.02482455519478,0
5G,Jio,Delhi,-108.7,3,3 Months Plan,15,75.56534617632532,0
5G,Jio,Tamil Nadu,-98.7,0,Monthly Plan,8,56.602355540983694,0
4G,Jio,Kerala,-95.86,0,Monthly Plan,95,55.82647018593016,0
5G,Jio,Punjab,-71.34,7,3 Months Plan,31,8.750642944531473,0
4G,Jio,Madhya Pradesh,-101.81,8,3 Months Plan,5,65.18137966423357,1
4G,Jio,Gujarat,-85.63,0,Monthly Plan,69,36.26971940873163,0
4G,Jio,Maharashtra,-74.02,12,Yearly Plan,53,15.682799288205697,0
4G,Jio,Rajasthan,-91.75,10,3 Months Plan,14,49.19189021656206,1
4G,Jio,Tamil Nadu,-103.25,5,Yearly Plan,60,65.3073901210637,0
5G,Jio,West Bengal,-110.78,5,3 Months Plan,59,82.80211810462477,1
4G,Jio,Karnataka,-112.26,6,Monthly Plan,117,84.25384527169902,0
5G,Jio,Karnataka,-73.4,6,3 Months Plan,107,12.729422182369865,0
5G,Jio,Bihar,-86.58,5,3 Months Plan,31,36.23290398249314,0
5G,Jio,Uttar Pradesh,-115.03,2,Yearly Plan,58,84.77026258339926,1
5G,Jio,Maharashtra,-71.99,9,3 Months Plan,44,6.551079121527979,0
4G,Jio,Delhi,-95.06,5,Monthly Plan,41,53.73102875878767,0
5G,Jio,Gujarat,-77.5,8,3 Months Plan,47,20.965379866711128,0
4G,Jio,Maharashtra,-92.69,0,3 Months Plan,33,48.46886566258733,0
4G,Jio,Telangana,-77.33,13,Yearly Plan,97,22.434249320491727,0
4G,Jio,Karnataka,-77.6,11,3 Months Plan,92,24.456255432872656,0
4G,Jio,West Bengal,-88.95,2,Monthly Plan,6,41.3925165110866,0
5G,Jio,Punjab,-105.85,14,Yearly Plan,15,69.42103168001059,1
5G,Jio,Karnataka,-109.37,10,Yearly Plan,91,78.40781225990932,0
5G,Jio,Karnataka,-107.37,3,3 Months Plan,3,71.68297517340574,1
5G,Jio,Delhi,-98.64,11,Monthly Plan,104,55.89854358894305,1
4G,Jio,Kerala,-84.49,7,Yearly Plan,33,33.235113670160814,0
4G,Jio,Delhi,-109.95,4,Yearly Plan,24,77.33207190416906,1
5G,Jio,Kerala,-71.76,15,Monthly Plan,120,8.121852747380798,0
4G,Jio,West Bengal,-118.66,1,Yearly Plan,94,94.420940906333,1
5G,Jio,Kerala,-101.22,11,Monthly Plan,41,61.437768832547626,1
4G,Jio,Delhi,-96.16,0,Monthly Plan,32,55.60890076177346,1
4G,Jio,Bihar,-97.21,0,Yearly Plan,78,57.18409705180974,0
5G,Jio,Karnataka,-119.19,3,Yearly Plan,120,95.1379838264114,0
5G,Jio,Bihar,-112.41,0,Monthly Plan,18,82.30267996593047,0
4G,Jio,Rajasthan,-81.64,2,Monthly Plan,94,30.53702983333521,0
4G,Jio,Maharashtra,-110.98,4,Monthly Plan,120,81.63798804697765,0
4G,Jio,Punjab,-102.46,4,Yearly Plan,65,66.1834132933382,0
4G,Jio,Kerala,-89.48,8,Monthly Plan,41,44.5970328914906,0
5G,Jio,Delhi,-96.43,0,Yearly Plan,38,53.077917809840926,0
5G,Jio,Bihar,-110.89,8,Yearly Plan,71,78.51184832112108,1
4G,Jio,Andhra Pradesh,-109.38,5,Monthly Plan,46,77.13294370820697,1
4G,Jio,Uttar Pradesh,-73.0,8,Yearly Plan,16,14.08448596586154,0
5G,Jio,Punjab,-72.14,1,Yearly Plan,25,9.674672432862447,0
5G,Jio,Uttar Pradesh,-90.57,10,3 Months Plan,109,42.50098185434841,1
5G,Jio,Delhi,-73.07,0,3 Months Plan,106,9.31008499749789,0
4G,Jio,Andhra Pradesh,-101.77,12,3 Months Plan,42,64.84439954883723,1
4G,Jio,Uttar Pradesh,-82.93,12,Monthly Plan,79,33.121454085403975,0
